STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1911FRAN1011, Đọc viết cơ sở, 4, Bắt Buộc, 0.50, F+, ,Chi tiết
 2, 1911MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1911PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 1911FRAN1001, Nghe nói cơ sở, 4, Bắt Buộc, 0.50, F+, ,Chi tiết
 5, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 6, 1911PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 7, 1911POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 1921POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 2, 1921FRAN1212, Đọc - Viết 1 (DL), 2, Bắt Buộc, 1.00, D, ,Chi tiết
 3, 1921PHYL2405, Giáo dục Thể chất 2 - Aerobic cơ bản, 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1921FRAN1202, Nghe - Nói 1 (DL), 3, Bắt Buộc, , , ,Chi tiết
 5, 1921FRAN1021, Ngữ âm tiếng Pháp, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 6, 1921FRAN1023, Ngữ pháp tiếng Pháp 1, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 7, 1921FRAN1283, Tiếng Pháp du lịch 1, 3, Bắt Buộc, , , ,Chi tiết
 1, 2011FRAN1702, Đọc - Viết 1, 3, Tự Chọn, 1.50, D+, ,Chi tiết
 2, 2011FRAN1213, Đọc - Viết 2 DL, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 3, 2011PHYL2417, Giáo dục Thể chất 3 - Bóng đá nâng cao, 1, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 2011FRAN1081, Lịch sử hình thành và phát triển du lịch, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 5, 2011FRAN1701, Nghe - Nói 1, 3, Tự Chọn, 2.00, C, ,Chi tiết
 6, 2011MILI2403," Quân sự chung, chiến thuật, kỹ thuật bắn súng ngắn và sử dụng lựu đạn", 4, Bắt Buộc, 0.50, R, ,Chi tiết
 7, 2011TTTH1001, Tin học căn bản, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 8, 2011FRAN1073, Tin học ứng dụng trong du lịch, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 9, 2011POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 10, 2011FRAN1022, Từ vựng tiếng Pháp, 2, Bắt Buộc, 1.00, D, ,Chi tiết
