STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 2011EDUC1302, Đại cương về khoa học quản lý, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 2011PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 4.00, A, ,Chi tiết
 3, 2011EDUC1404, Hệ thống giáo dục quốc dân Việt Nam và các nước trên thế giới, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 2011EDUC1401, Logic học đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 5, 2011POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 2011PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 7, 2011TTTH1001, Tin học căn bản, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 8, 2011POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 2021POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, , , ,Chi tiết
 2, 2021EDUC1003, Giáo dục học đại cương, 2, Bắt Buộc, , , ,Chi tiết
 3, 2021PHYL2408, Giáo dục Thể chất 2 - Bóng đá cơ bản, 1, Tự Chọn, 3.00, B, ,Chi tiết
 4, 2021POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 5, 2021EDUC1324, Phương pháp học tập tích cực, 2, Bắt Buộc, , , ,Chi tiết
 6, 2021EDUC1304, Phương Pháp nghiên cứu khoa học giáo dục, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 7, 2021PSYC1400, Tâm lý học giáo dục, 2, Bắt Buộc, , , ,Chi tiết
 8, 2021ENGL2401, Tiếng Anh học phần I, 4, Tự Chọn, , , ,Chi tiết
 1, 2111EDUC1306, Chiến lược phát triển giáo dục, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 2, 2111EDUC1402, Cơ sở Tâm lý học của quản lý giáo dục, 2, Bắt Buộc, , , ,Chi tiết
 3, 2111EDUC1336, Giáo dục gia đình, 2, Tự Chọn, , , ,Chi tiết
 4, 2111EDUC1303, Giáo dục giá trị, 2, Tự Chọn, 3.00, B, ,Chi tiết
 5, 2111PHYL2417, Giáo dục Thể chất 3 - Bóng đá nâng cao, 1, Tự Chọn, 4.00, A, ,Chi tiết
 6, 2111EDUC1501, Giao tiếp trong quản lý giáo dục, 2, Bắt Buộc, , , ,Chi tiết
 7, 2111EDUC1309, Khoa học quản lý giáo dục, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 8, 2111EDUC1403, Thống kê trong nghiên cứu khoa học xã hội, 2, Tự Chọn, , , ,Chi tiết
 9, 2111ENGL2402, Tiếng Anh học phần II, 3, Tự Chọn, , , ,Chi tiết
 10, 2111POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 0.00, F, ,Chi tiết
