STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 2211MILI2701, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 2.00, Ð, ,Chi tiết
 2, 2211PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 3.50, B+, ,Chi tiết
 3, 2211EARC1400, Nhập môn nghề giáo, 1, Bắt Buộc, 4.00, A, ,Chi tiết
 4, 2211POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 2211EARC1011, Sinh lý đại cương và Sinh lý trẻ em, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 2211PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 7, 2211EARC1805, Tiếng Việt (Mầm non), 2, Bắt Buộc, 3.00, B, ,Chi tiết
 8, 2211EARC1807, Toán cơ sở (mầm non), 2, Bắt Buộc, 4.00, A, ,Chi tiết
 9, 2211POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 10, 2211EARC1806, Văn học thiếu nhi (mầm non), 2, Bắt Buộc, 4.00, A, ,Chi tiết
 1, 2221EARC1802, Âm nhạc cơ bản, 2, Tự Chọn, , , ,Chi tiết
 2, 2221POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, , , ,Chi tiết
 3, 2221MILI2702, Công tác quốc phòng và an ninh, 2, Bắt Buộc, , , ,Chi tiết
 4, 2221EARC1022, Dinh dưỡng trẻ em, 2, Bắt Buộc, , , ,Chi tiết
 5, 2221EARC1800, Giáo dục học đại cương, 2, Bắt Buộc, , , ,Chi tiết
 6, 2221PHYL2403, Giáo dục Thể chất 2 - Cầu lông cơ bản, 1, Tự Chọn, , , ,Chi tiết
 7, 2221POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Bắt Buộc, , , ,Chi tiết
 8, 2221EARC1829, Múa mầm non, 3, Bắt Buộc, , , ,Chi tiết
 9, 2221EARC1416, Tâm lý học mầm non 1, 2, Bắt Buộc, , , ,Chi tiết
