STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 2011EARC1002, Âm nhạc cơ bản, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 2011PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 2.00, C, ,Chi tiết
 3, 2011EARC1400, Nhập môn nghề giáo, 1, Bắt Buộc, 4.00, A, ,Chi tiết
 4, 2011POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 5, 2011EARC1011, Sinh lý đại cương và Sinh lý trẻ em, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 2011PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 7, 2011TTTH1001, Tin học căn bản, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 8, 2011POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 2021POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, , , ,Chi tiết
 2, 2021MILI2702, Công tác quốc phòng và an ninh, 2, Bắt Buộc, , , ,Chi tiết
 3, 2021EARC1022, Dinh dưỡng trẻ em, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 4, 2021MILI2701, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, , , ,Chi tiết
 5, 2021EDUC1003, Giáo dục học đại cương, 2, Bắt Buộc, , , ,Chi tiết
 6, 2021PHYL2405, Giáo dục Thể chất 2 - Aerobic cơ bản, 1, Tự Chọn, 0.00, F, ,Chi tiết
 7, 2021POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 8, 2021EARC1001, Mỹ thuật cơ bản, 3, Bắt Buộc, 0.00, F, ,Chi tiết
 9, 2021EARC1416, Tâm lý học mầm non 1, 2, Bắt Buộc, , , ,Chi tiết
 10, 2021EARC1304, Toán cơ sở, 2, Bắt Buộc, , , ,Chi tiết
 1, 2111EARC1418, Giáo dục học mầm non, 3, Bắt Buộc, , , ,Chi tiết
 2, 2111EDUC1304, Phương Pháp nghiên cứu khoa học giáo dục, 2, Bắt Buộc, , , ,Chi tiết
 3, 2111EARC1417, Tâm lý học mầm non 2, 2, Bắt Buộc, , , ,Chi tiết
 4, 2111EARC1305, Tiếng Việt, 3, Bắt Buộc, , , ,Chi tiết
 5, 2111POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, , , ,Chi tiết
 6, 2111EARC1306, Văn học thiếu nhi (mầm non), 3, Bắt Buộc, , , ,Chi tiết
