STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1311LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 2, 1311ENGL1033, Đọc 1, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 3, 1311PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 2.50, C+, ,Chi tiết
 4, 1311ENGL1013, Kỹ năng học tập, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 5, 1311ENGL1043, Nghe 1, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 6, 1311POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 2.50, C+, ,Chi tiết
 7, 1311ENGL1051, Nói 1, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 8, 1311FREN2001," Tiếng Pháp ngoại ngữ 2, học phần 1", 3, Tự Chọn, 3.00, B, ,Chi tiết
 9, 1311COMP1001, Tin học căn bản, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 10, 1311ENGL1039, Viết 1, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1321ENGL1034, Đọc 2, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1321PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 4.00, A, ,Chi tiết
 3, 1321ENGL1044, Nghe 2, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 1321ENGL1052, Nói 2, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 5, 1321FREN2002," Tiếng Pháp ngoại ngữ 2, học phần 2", 3, Tự Chọn, 3.00, B, ,Chi tiết
 6, 1321LITR1007, Tiếng Việt, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 7, 1321POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 8, 1321ENGL1040, Viết 2, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1331MILI1102," Công tác quốc phòng, an ninh", 2, Bắt Buộc, , , ,Chi tiết
 2, 1331MILI1101, Đường lối quân sự của Đảng, 3, Bắt Buộc, , , ,Chi tiết
 3, 1331MILI1103," Quân sự chung và chiến thuật, kỹ thuật bắn súng tiểu liên AK", 4, Bắt Buộc, , , ,Chi tiết
