STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1911MATH1402, Đại số tuyến tính 1, 3, Bắt Buộc, , , ,Chi tiết
 2, MATH1403, Giải tích hàm một biến, 4, Bắt Buộc, 3.50, R, ,Chi tiết
 3, PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 4.00, R, ,Chi tiết
 4, MATH1405, Hình học giải tích, 2, Bắt Buộc, 4.00, R, ,Chi tiết
 5, 1911EDUC1400, Nhập môn nghề giáo, 1, Bắt Buộc, , , ,Chi tiết
 6, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, , , ,Chi tiết
 7, PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.00, R, ,Chi tiết
 8, 1911TTTH1001, Tin học căn bản, 3, Bắt Buộc, 0.00, F, ,Chi tiết
 9, 1911POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, , , ,Chi tiết
 10, POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 3.00, R, ,Chi tiết
 1, POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, 3.00, R, ,Chi tiết
 2, 1921MATH1404, Đại số tuyến tính 2, 3, Bắt Buộc, , , ,Chi tiết
 3, PHYL2405, Giáo dục Thể chất 2 - Aerobic cơ bản, 1, Tự Chọn, 4.00, R, ,Chi tiết
 4, 1921MATH1481, Phương pháp nghiên cứu khoa học, 2, Bắt Buộc, , , ,Chi tiết
 5, 1921ENGL2401, Tiếng Anh học phần I, 4, Tự Chọn, , , ,Chi tiết
 1, 2011MATH1409, Đại số đại cương 1, 3, Bắt Buộc, , , ,Chi tiết
 2, 2011MATH1402, Đại số tuyến tính 1, 3, Bắt Buộc, 1.00, D, ,Chi tiết
 3, PHYL2414, Giáo dục Thể chất 3 - Bóng rổ nâng cao, 1, Tự Chọn, 4.00, R, ,Chi tiết
 4, 2011PSYC1009, Giao tiếp sư phạm, 2, Bắt Buộc, , , ,Chi tiết
 5, PSYC1009, Giao tiếp sư phạm, 2, Bắt Buộc, 3.00, R, ,Chi tiết
 6, 2011EDUC1400, Nhập môn nghề giáo, 1, Bắt Buộc, , , ,Chi tiết
 7, 2011POLI1903, Pháp luật đại cương, 2, Bắt Buộc, , , ,Chi tiết
 8, 2011MATH1420, Số luận, 3, Bắt Buộc, , , ,Chi tiết
 9, 2011ENGL2401, Tiếng Anh học phần I, 4, Tự Chọn, 0.00, F, ,Chi tiết
 10, 2011ENGL2402, Tiếng Anh học phần II, 3, Tự Chọn, 2.50, C+, ,Chi tiết
 11, 2011EDUC1348, Tổ chức hoạt động giáo dục ở trường phổ thông, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 12, POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 3.00, R, ,Chi tiết
 1, POLI2004, Lịch sử Đảng cộng sản Việt Nam, 2, Bắt Buộc, 4.00, R, ,Chi tiết
 2, MATH1406, Xác suất thống kê 1, 2, Bắt Buộc, 4.00, R, ,Chi tiết
