STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1411LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 1411ENGL1033, Đọc 1, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1411PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 3.00, B, ,Chi tiết
 4, 1411ENGL1013, Kỹ năng học tập, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1411ENGL1043, Nghe 1, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 6, 1411POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 2.50, C+, ,Chi tiết
 7, 1411ENGL1051, Nói 1, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 8, 1411MILI1103," Quân sự chung và chiến thuật, kỹ thuật bắn súng tiểu liên AK", 4, Bắt Buộc, 4.00, Ð, ,Chi tiết
 9, 1411JAPN2001," Tiếng Nhật ngoại ngữ 2, học phần 1", 3, Tự Chọn, 3.00, B, ,Chi tiết
 10, 1411ENGL1039, Viết 1, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
