STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1211LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 2, 1211ENGL1033, Đọc 1, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 3, 1211PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 3.00, B, ,Chi tiết
 4, 1211ENGL1013, Kỹ năng học tập, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 5, 1211ENGL1043, Nghe 1, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 1211POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 2.50, C+, ,Chi tiết
 7, 1211ENGL1051, Nói 1, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 8, 1211COMP1001, Tin học căn bản, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 9, 1211ENGL1039, Viết 1, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 1, 1221ENGL1034, Đọc 2, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 2, 1221MILI1001, Giáo dục quốc phòng (HP1), 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1221MILI1002, Giáo dục quốc phòng (HP2), 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 4, 1221MILI1003, Giáo dục quốc phòng (HP3), 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 5, 1221MILI1004, Giáo dục quốc phòng (HP4), 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 6, 1221PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 3.00, B, ,Chi tiết
 7, 1221ENGL1044, Nghe 2, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 8, 1221ENGL1052, Nói 2, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 9, 1221PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 10, 1221FREN2001," Tiếng Pháp ngoại ngữ 2, học phần 1", 3, Tự Chọn, 4.00, A, ,Chi tiết
 11, 1221LITR1007, Tiếng Việt, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 12, 1221POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 13, 1221ENGL1040, Viết 2, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 1311ENGL1035, Đọc 3, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1311POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 3, 1311PHYL1004, Giáo dục thể chất 3 (Cầu lông), 1, Tự Chọn, 2.50, C+, ,Chi tiết
 4, 1311ENGL1045, Nghe 3, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1311ENGL1019, Ngôn ngữ học 1, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 1311ENGL1053, Nói 3, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 7, 1311PSYC1002, Tâm lý học lứa tuổi và Tâm lý học sư phạm, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 8, 1311FREN2002," Tiếng Pháp ngoại ngữ 2, học phần 2", 3, Tự Chọn, 3.00, B, ,Chi tiết
 9, 1311ENGL1056, Văn phạm, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 10, 1311ENGL1041, Viết 3, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 1321ENGL1036, Đọc 4, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1321ENGL1016, E-Learning trong dạy học tiếng Anh, 2, Tự Chọn, 4.00, A, ,Chi tiết
 3, 1321PSYC1003, Giáo dục học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 1321ENGL1010, Lý luận và phương pháp giảng dạy Tiếng Anh 1, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1321ENGL1046, Nghe 4, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 1321ENGL1020, Ngôn ngữ học 2, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 7, 1321ENGL1054, Nói 4, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 8, 1321FREN2003," Tiếng Pháp ngoại ngữ 2, học phần 3", 3, Tự Chọn, 3.50, B+, ,Chi tiết
 9, 1321ENGL1042, Viết 4, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1331ENGL1037, Đọc 5, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 1411ENGL1206, Chương trình cơ bản về dạy học của Intel, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 1411LITR1006, Dẫn luận ngôn ngữ học, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 3, 1411PSYC1004, Giáo dục học phổ thông, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 4, 1411ENGL1011, Lý luận và phương pháp giảng dạy Tiếng Anh 2, 4, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1411ENGL1047, Nghe 5, 2, Tự Chọn, 4.00, A, ,Chi tiết
 6, 1411ENGL1055, Nói 5, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 7, 1411PSYC1007, Quản lý hành chính nhà nước và Quản lý ngành giáo dục và đào tạo, 1, Bắt Buộc, 2.00, C, ,Chi tiết
 8, 1411FREN2004," Tiếng Pháp ngoại ngữ 2, học phần 4", 3, Tự Chọn, 3.00, B, ,Chi tiết
 9, 1411ENGL1029, Văn học Anh hiện đại 1, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 10, 1411ENGL1031, Văn học Mỹ 1, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1421ENGL1038, Đọc 6, 2, Tự Chọn, 3.00, B, ,Chi tiết
 2, 1421ENGL1026, Giao tiếp liên văn hoá, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1421ENGL1048, Nghe 6, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 4, 1421ENGL1009, Ngôn ngữ học đối chiếu Anh – Việt, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 5, 1421ENGL1021, Phân tích ngôn từ, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 1421ENGL1059, Rèn luyện nghiệp vụ sư phạm, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 1, 1431ENGL1205, Phương pháp nghiên cứu khoa học, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 1, 1511ENGL1015, Các kỳ thi tiếng Anh quốc tế, 2, Tự Chọn, 3.00, B, ,Chi tiết
 2, 1511ENGL1012, Giảng tập, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 3, 1511ENGL1028, Hoa Kỳ học, 2, Tự Chọn, 3.00, B, ,Chi tiết
 4, 1511ENGL1062, Học ngoại ngữ với sự hỗ trợ của CNTT, 2, Tự Chọn, 4.00, A, ,Chi tiết
 5, 1511ENGL1024, Ngôn ngữ học tri nhận, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 6, 1511ENGL1061, Phát triển khả năng tự học, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 7, 1511ENGL1063, Phát triển năng lực tự bồi dưỡng của giáo viên, 2, Tự Chọn, 3.00, B, ,Chi tiết
 1, 1521ENGL1060, Thực tập sư phạm, 6, Bắt Buộc, 4.00, A, ,Chi tiết
