STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1711MILI2402, Công tác quốc phòng và an ninh, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 2, 1711MILI2402, Công tác quốc phòng và an ninh, 2, Tự Chọn, 4.00, Ð, ,Chi tiết
 3, 1711ENGL1406, Đọc - Viết 1, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 1711ENGL1406, Đọc - Viết 1, 3, Tự Chọn, 3.00, B, ,Chi tiết
 5, 1711MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 6, 1711MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Tự Chọn, 4.00, Ð, ,Chi tiết
 7, 1711PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Bắt Buộc, 3.00, B, ,Chi tiết
 8, 1711PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 3.00, B, ,Chi tiết
 9, 1711ENGL1401, Nghe - Nói 1, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 10, 1711ENGL1401, Nghe - Nói 1, 3, Tự Chọn, 3.00, B, ,Chi tiết
 11, 1711POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 2.00, C, ,Chi tiết
 12, 1711POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Tự Chọn, 2.00, C, ,Chi tiết
 1, 1721ENGL1407, Đọc - Viết 2, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1721ENGL1407, Đọc - Viết 2, 3, Tự Chọn, 3.00, B, ,Chi tiết
 3, 1721PHYL2410, Giáo dục Thể chất 2 - Khiêu vũ thể thao cơ bản, 1, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 1721PHYL2410, Giáo dục Thể chất 2 - Khiêu vũ thể thao cơ bản, 1, Tự Chọn, 3.50, B+, ,Chi tiết
 5, 1721PSYC1494, Kỹ năng quản lý cảm xúc, 2, Tự Chọn, , , ,Chi tiết
 6, 1721PSYC1494, Kỹ năng quản lý cảm xúc, 2, Tự Chọn, , , ,Chi tiết
 7, 1721ENGL1402, Nghe - Nói 2, 3, Bắt Buộc, , , ,Chi tiết
 8, 1721ENGL1402, Nghe - Nói 2, 3, Tự Chọn, , , ,Chi tiết
 9, 1721POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 10, 1721POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 11, 1721PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 12, 1721PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 13, 1721TTTH1001, Tin học căn bản, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 14, 1721TTTH1001, Tin học căn bản, 3, Tự Chọn, 4.00, A, ,Chi tiết
 15, 1721POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 16, 1721POLI1003, Tư tưởng Hồ Chí Minh, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 1, 1731MILI2404," Hiểu biết chung về quân, binh chủng", 1, Bắt Buộc, 4.00, Ð, ,Chi tiết
 2, 1731MILI2404," Hiểu biết chung về quân, binh chủng", 1, Tự Chọn, 4.00, Ð, ,Chi tiết
 1, 1811ENGL1408, Đọc - Viết 3, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1811ENGL1408, Đọc - Viết 3, 3, Tự Chọn, 3.00, B, ,Chi tiết
 3, 1811POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 1.50, D+, ,Chi tiết
 4, 1811POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Tự Chọn, 1.50, D+, ,Chi tiết
 5, 1811PHYL2419, Giáo dục Thể chất 3 - Khiêu vũ thể thao nâng cao, 1, Tự Chọn, 0.00, F, ,Chi tiết
 6, 1811PHYL2419, Giáo dục Thể chất 3 - Khiêu vũ thể thao nâng cao, 1, Tự Chọn, 0.00, F, ,Chi tiết
