STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1311LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 2, 1311ENGL1033, Đọc 1, 2, Tự Chọn, 4.00, A, ,Chi tiết
 3, 1311PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1311ENGL1013, Kỹ năng học tập, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 5, 1311ENGL1043, Nghe 1, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 6, 1311POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 2.50, C+, ,Chi tiết
 7, 1311ENGL1051, Nói 1, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 8, 1311FREN2001," Tiếng Pháp ngoại ngữ 2, học phần 1", 3, Tự Chọn, 2.00, C, ,Chi tiết
 9, 1311COMP1001, Tin học căn bản, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 10, 1311ENGL1039, Viết 1, 2, Tự Chọn, 2.00, C, ,Chi tiết
 1, 1321MILI1102," Công tác quốc phòng, an ninh", 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 2, 1321ENGL1034, Đọc 2, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 3, 1321MILI1101, Đường lối quân sự của Đảng, 3, Bắt Buộc, 4.00, Ð, ,Chi tiết
 4, 1321PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 4.00, A, ,Chi tiết
 5, 1321ENGL1044, Nghe 2, 2, Tự Chọn, 4.00, A, ,Chi tiết
 6, 1321ENGL1052, Nói 2, 2, Tự Chọn, 4.00, A, ,Chi tiết
 7, 1321MILI1103," Quân sự chung và chiến thuật, kỹ thuật bắn súng tiểu liên AK", 4, Bắt Buộc, 4.00, Ð, ,Chi tiết
 8, 1321PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 9, 1321FREN2002," Tiếng Pháp ngoại ngữ 2, học phần 2", 3, Tự Chọn, 3.50, B+, ,Chi tiết
 10, 1321LITR1007, Tiếng Việt, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 11, 1321POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 12, 1321ENGL1040, Viết 2, 2, Tự Chọn, 3.00, B, ,Chi tiết
 1, 1331ENGL1205, Phương pháp nghiên cứu khoa học, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 1411LITR1006, Dẫn luận ngôn ngữ học, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 1411ENGL1035, Đọc 3, 2, Tự Chọn, 4.00, A, ,Chi tiết
 3, 1411POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 4, 1411ENGL1077, Lý thuyết dịch, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1411ENGL1045, Nghe 3, 2, Tự Chọn, 4.00, A, ,Chi tiết
 6, 1411ENGL1053, Nói 3, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 7, 1411FREN2003," Tiếng Pháp ngoại ngữ 2, học phần 3", 3, Tự Chọn, 3.00, B, ,Chi tiết
 8, 1411ENGL1056, Văn phạm, 2, Tự Chọn, 4.00, A, ,Chi tiết
 9, 1411ENGL1039, Viết 1, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 1, 1421ENGL1075, Biên dịch thương mại, 4, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1421ENGL1036, Đọc 4, 2, Tự Chọn, 4.00, A, ,Chi tiết
 3, 1421PSYC1003, Giáo dục học đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 4, 1421ENGL1026, Giao tiếp liên văn hoá, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1421ENGL1046, Nghe 4, 2, Tự Chọn, 4.00, A, ,Chi tiết
 6, 1421ENGL1054, Nói 4, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 7, 1421FREN2004," Tiếng Pháp ngoại ngữ 2, học phần 4", 3, Tự Chọn, 3.00, B, ,Chi tiết
 1, 1511ENGL1206, Chương trình cơ bản về dạy học của Intel, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 2, 1511ENGL1037, Đọc 5, 2, Tự Chọn, 4.00, A, ,Chi tiết
 3, 1511PHYL1004, Giáo dục thể chất 3 (Cầu lông), 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1511ENGL1028, Hoa Kỳ học, 2, Tự Chọn, 3.00, B, ,Chi tiết
 5, 1511ENGL1047, Nghe 5, 2, Tự Chọn, 4.00, A, ,Chi tiết
 6, 1511ENGL1019, Ngôn ngữ học 1, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 7, 1511ENGL1055, Nói 5, 2, Tự Chọn, 4.00, A, ,Chi tiết
 8, 1511PSYC1007, Quản lý hành chính nhà nước và Quản lý ngành giáo dục và đào tạo, 1, Bắt Buộc, 2.50, C+, ,Chi tiết
 9, 1511ENGL1031, Văn học Mỹ 1, 2, Tự Chọn, 4.00, A, ,Chi tiết
 10, 1511ENGL1041, Viết 3, 2, Tự Chọn, 4.00, A, ,Chi tiết
 1, 1521ENGL1070, Biên dịch báo chí 1, 4, Bắt Buộc, 4.00, A, ,Chi tiết
 2, 1521ENGL1038, Đọc 6, 2, Tự Chọn, 4.00, A, ,Chi tiết
 3, 1521ENGL1048, Nghe 6, 2, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1521ENGL1020, Ngôn ngữ học 2, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 5, 1521ENGL1071, Phiên dịch báo chí 1, 2, Tự Chọn, 4.00, A, ,Chi tiết
