STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 2011FRAN1702, Đọc - Viết 1, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 2, 2011FRAN1702, Đọc - Viết 1, 3, Tự Chọn, 4.00, A, ,Chi tiết
 3, 2011PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 2011PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 3.50, B+, ,Chi tiết
 5, 2011FRAN1701, Nghe - Nói 1, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 6, 2011FRAN1701, Nghe - Nói 1, 3, Tự Chọn, 4.00, A, ,Chi tiết
 7, 2011FRAN1021, Ngữ âm tiếng Pháp, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 8, 2011FRAN1021, Ngữ âm tiếng Pháp, 2, Tự Chọn, 4.00, A, ,Chi tiết
 9, 2011EDUC1400, Nhập môn nghề giáo, 1, Bắt Buộc, 2.50, C+, ,Chi tiết
 10, 2011EDUC1400, Nhập môn nghề giáo, 1, Tự Chọn, 2.50, C+, ,Chi tiết
 11, 2011POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 12, 2011POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 13, 2011POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 14, 2011POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 2021FRAN1704, Đọc - Viết 2, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 2, 2021FRAN1704, Đọc - Viết 2, 2, Tự Chọn, 1.50, D+, ,Chi tiết
 3, 2021FRAN1055, Lý luận dạy và học ngoại ngữ, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 2021FRAN1055, Lý luận dạy và học ngoại ngữ, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 5, 2021FRAN1703, Nghe - Nói 2, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 2021FRAN1703, Nghe - Nói 2, 3, Tự Chọn, 2.50, C+, ,Chi tiết
 7, 2021FRAN1735, Phương pháp NCKH giáo dục môn tiếng Pháp, 2, Bắt Buộc, , , ,Chi tiết
 8, 2021FRAN1735, Phương pháp NCKH giáo dục môn tiếng Pháp, 2, Tự Chọn, , , ,Chi tiết
 9, 2021PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 10, 2021PSYC1001, Tâm lý học đại cương, 2, Tự Chọn, 0.00, F, ,Chi tiết
 11, 2021ENGL2401, Tiếng Anh học phần I, 4, Tự Chọn, 1.00, D, ,Chi tiết
 12, 2021ENGL2401, Tiếng Anh học phần I, 4, Tự Chọn, 1.00, D, ,Chi tiết
 1, 2111FRAN1706, Đọc - Viết 3, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 2111FRAN1706, Đọc - Viết 3, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 3, 2111FRAN1705, Nghe - Nói 3, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 2111FRAN1705, Nghe - Nói 3, 3, Tự Chọn, 3.00, B, ,Chi tiết
 5, 2111FRAN1023, Ngữ pháp tiếng Pháp 1, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 6, 2111FRAN1023, Ngữ pháp tiếng Pháp 1, 2, Tự Chọn, 4.00, A, ,Chi tiết
 7, 2111FRAN1056, Phương pháp dạy và học tiếng Pháp, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
