STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1711MATH1402, Đại số tuyến tính 1, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 1711MATH1403, Giải tích hàm một biến, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 3, 1711PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 3.00, B, ,Chi tiết
 4, 1711MATH1405, Hình học giải tích, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1711EDUC1400, Nhập môn nghề giáo, 1, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 1711POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 3.00, B, ,Chi tiết
 7, 1711PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 8, 1711TTTH1001, Tin học căn bản, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 1, 1721MATH1404, Đại số tuyến tính 2, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 1721MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1721MATH1407, Giải tích hàm nhiều biến, 4, Bắt Buộc, 1.50, D+, ,Chi tiết
 4, 1721EDUC1003, Giáo dục học đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 5, 1721PHYL2403, Giáo dục Thể chất 2 - Cầu lông cơ bản, 1, Tự Chọn, 4.00, A, ,Chi tiết
 6, 1721POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 7, 1721MATH1481, Phương pháp nghiên cứu khoa học, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 8, 1721PSYC1400, Tâm lý học giáo dục, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 9, 1721ENGL2401, Tiếng Anh học phần I, 4, Tự Chọn, 4.00, A, ,Chi tiết
 10, 1721POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 1, 1731MILI2403," Quân sự chung, chiến thuật, kỹ thuật bắn súng ngắn và sử dụng lựu đạn", 4, Bắt Buộc, 4.00, Ð, ,Chi tiết
 1, 1811MATH1409, Đại số đại cương 1, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 1811POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 3, 1811PHYL2412, Giáo dục Thể chất 3 - Cầu lông nâng cao, 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1811PSYC1009, Giao tiếp sư phạm, 2, Bắt Buộc, 3.00, B, ,Chi tiết
