STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1511LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 1511FRAN1011, Đọc viết cơ sở, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 3, 1511PHYL1101, Giáo dục thể chất 1 (Điền kinh + Thể dục), 2, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1511FRAN1001, Nghe nói cơ sở, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 5, 1511POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 1521FRAN1112, Đọc - Viết 1 (BPD), 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1521MILI1101, Đường lối quân sự của Đảng, 3, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1521PHYL1105, Giáo dục thể chất 2 (Thể dục nhịp điệu), 2, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 1521FRAN1055, Lý luận dạy và học ngoại ngữ, 2, Tự Chọn, 3.00, B, ,Chi tiết
 5, 1521FRAN1102, Nghe - Nói 1 (BPD), 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 1521FRAN1023, Ngữ pháp tiếng Pháp 1, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 7, 1521POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 8, 1521FRAN1030, Phương pháp nghiên cứu khoa học chuyên ngành tiếng Pháp, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 9, 1521MILI1103," Quân sự chung và chiến thuật, kỹ thuật bắn súng tiểu liên AK", 4, Bắt Buộc, 4.00, Ð, ,Chi tiết
 10, 1521FRAN1129, Tiếng Việt chuyên ngành tiếng Pháp Biên phiên dịch, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 11, 1521POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 1, 1531MILI1102," Công tác quốc phòng, an ninh", 2, Bắt Buộc, , , ,Chi tiết
 1, 1611FRAN1113, Đọc - Viết 2 BPD, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1611POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1611PHYL1109, Giáo dục thể chất 3 (Thể dục nhịp điệu_nâng cao), 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1611FRAN1103, Nghe - Nói 2 BPD, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1611FRAN1021, Ngữ âm tiếng Pháp, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 6, 1611FRAN1024, Ngữ pháp tiếng Pháp 2, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 7, 1611FRAN1056, Phương pháp dạy và học tiếng Pháp, 3, Tự Chọn, 1.00, D, ,Chi tiết
 8, 1611FLAN1302, Tiếng Anh học phần II, 3, Tự Chọn, 4.00, A, ,Chi tiết
 9, 1611FRAN1143, Ứng dụng CNTT và truyền thông chuyên ngành tiếng Pháp BPD, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 1, 1621FRAN1114, Đọc - Viết 3 BPD, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1621FRAN1147, Khái niệm Kinh tế cơ bản, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 3, 1621FRAN1104, Nghe - Nói 3 BPD, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 4, 1621FRAN1027, Ngôn ngữ học đối chiếu Pháp - Việt, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1621FRAN1064, Nguyên tắc dịch thuật, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 1621FRAN1138, Thông tin thời sự 1, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 7, 1621FRAN1065, Thực hành dịch viết 1, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 8, 1621FLAN1303, Tiếng Anh học phần III, 3, Tự Chọn, 4.00, A, ,Chi tiết
 9, 1621FRAN1022, Từ vựng tiếng Pháp, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 1631MILI1102," Công tác quốc phòng, an ninh", 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 1, 1711FRAN1115, Đọc - Viết 4 (BPD), 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1711FRAN1148, Khái niệm luật cơ bản, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1711FRAN1105, Nghe - Nói 4 (BPD), 3, Bắt Buộc, 2.00, C, ,Chi tiết
 4, 1711FRAN1141, Soạn thuật ngữ chuyên ngành, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
