STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1911EARC1002, Âm nhạc cơ bản, 3, Bắt Buộc, 0.50, F+, ,Chi tiết
 2, 1911MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 0.00, R, ,Chi tiết
 3, 1911PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 0.00, F, ,Chi tiết
 4, 1911EARC1400, Nhập môn nghề giáo, 1, Bắt Buộc, 0.00, F, ,Chi tiết
 5, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 6, 1911EARC1011, Sinh lý đại cương và Sinh lý trẻ em, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 7, 1911PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 8, 1911TTTH1001, Tin học căn bản, 3, Bắt Buộc, 0.00, F, ,Chi tiết
 9, 1911POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 1921EARC1416, Tâm lý học mầm non 1, 2, Bắt Buộc, , , ,Chi tiết
 2, 1921ENGL2401, Tiếng Anh học phần I, 4, Tự Chọn, , , ,Chi tiết
 3, 1921EARC1304, Toán cơ sở, 2, Bắt Buộc, , , ,Chi tiết
