STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1911FRAN1011, Đọc viết cơ sở, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 2, 1911MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1911PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1911FRAN1001, Nghe nói cơ sở, 4, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 6, 1911PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 7, 1911POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1921FRAN1112, Đọc - Viết 1 (BPD), 2, Bắt Buộc, 1.00, D, ,Chi tiết
 2, 1921PHYL2406, Giáo dục Thể chất 2 - Bơi lội cơ bản, 1, Tự Chọn, 4.00, A, ,Chi tiết
 3, 1921FRAN1102, Nghe - Nói 1 (BPD), 3, Bắt Buộc, , , ,Chi tiết
 4, 1921FRAN1021, Ngữ âm tiếng Pháp, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 5, 1921FRAN1023, Ngữ pháp tiếng Pháp 1, 2, Bắt Buộc, , , ,Chi tiết
 1, 2011FRAN1113, Đọc - Viết 2 BPD, 2, Bắt Buộc, , , ,Chi tiết
 2, 2011PHYL2415, Giáo dục Thể chất 3 - Bơi lội nâng cao, 1, Tự Chọn, 0.00, F, ,Chi tiết
 3, 2011FRAN1103, Nghe - Nói 2 BPD, 3, Bắt Buộc, , , ,Chi tiết
 4, 2011POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, , , ,Chi tiết
 5, 2011FRAN1022, Từ vựng tiếng Pháp, 2, Bắt Buộc, , , ,Chi tiết
 1, 2021FRAN1023, Ngữ pháp tiếng Pháp 1, 2, Bắt Buộc, , , ,Chi tiết
 2, 2021CHIN2401, Tiếng Trung học phần I, 4, Tự Chọn, , , ,Chi tiết
