STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1411LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, , , ,Chi tiết
 2, 1411PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 0.00, F, ,Chi tiết
 3, 1411ENGL1115, Kỹ năng đọc thương mại 1, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 1411ENGL1113, Kỹ năng nghe thương mại 1, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 5, 1411ENGL1114, Ký năng nói thương mại 1, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 6, 1411ENGL1116, Kỹ năng viết thương mại 1, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 7, 1411POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, , , ,Chi tiết
 8, 1411MILI1103," Quân sự chung và chiến thuật, kỹ thuật bắn súng tiểu liên AK", 4, Bắt Buộc, , , ,Chi tiết
 9, 1411CHIN2001," Tiếng Trung ngoại ngữ 2, học phần 1", 3, Tự Chọn, 2.50, C+, ,Chi tiết
 10, 1411ENGL1137, Văn phạm thương mại, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 1421ENGL1026, Giao tiếp liên văn hoá, 2, Bắt Buộc, , , ,Chi tiết
 2, 1421ENGL1119, Kỹ năng đọc thương mại 2, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1421ENGL1117, Kỹ năng nghe thương mại 2, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 1421ENGL1118, Kỹ năng nói thương mại 2, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1421ENGL1120, Kỹ năng viết thương mại 2, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 6, 1421CHIN2002," Tiếng Trung ngoại ngữ 2, học phần 2", 3, Tự Chọn, 4.00, A, ,Chi tiết
 7, 1421LITR1007, Tiếng Việt, 2, Bắt Buộc, , , ,Chi tiết
 8, 1421COMP1001, Tin học căn bản, 3, Bắt Buộc, 1.00, D, ,Chi tiết
 1, 1431POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, , , ,Chi tiết
 1, 1511ENGL1122, Kỹ năng nói thương mại 3, 3, Bắt Buộc, , , ,Chi tiết
 2, 1511CHIN2003," Tiếng Trung ngoại ngữ 2, học phần 3", 3, Tự Chọn, , , ,Chi tiết
 1, 1521LITR1005, Dẫn luận ngôn ngữ học, 3, Tự Chọn, , , ,Chi tiết
 2, 1521MILI1101, Đường lối quân sự của Đảng, 3, Bắt Buộc, , , ,Chi tiết
 3, 1521ENGL1026, Giao tiếp liên văn hoá, 2, Bắt Buộc, , , ,Chi tiết
 4, 1521ENGL1019, Ngôn ngữ học 1, 2, Bắt Buộc, , , ,Chi tiết
 5, 1521ENGL1205, Phương pháp nghiên cứu khoa học, 2, Bắt Buộc, 2.00, C, ,Chi tiết
