STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1411LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 2, 1411FREN1012, Đọc Viết cơ sở, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 3, 1411PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1411FREN1011, Nghe Nói cơ sở, 4, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1411POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 0.50, F+, ,Chi tiết
 6, 1411MILI1103," Quân sự chung và chiến thuật, kỹ thuật bắn súng tiểu liên AK", 4, Bắt Buộc, 4.00, Ð, ,Chi tiết
 7, 1411ENGL2001," Tiếng Anh ngoại ngữ 2, học phần 1", 3, Tự Chọn, 3.50, B+, ,Chi tiết
 1, 1421PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 3.00, B, ,Chi tiết
 2, 1421FREN1023, Lý luận dạy và học ngoại ngữ, 2, Tự Chọn, 1.00, D, ,Chi tiết
 3, 1421FREN1017, Ngữ âm, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 4, 1421FREN1019, Ngữ pháp 1, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1421FREN1205, Phương pháp nghiên cứu khoa học, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 1421ENGL2002," Tiếng Anh ngoại ngữ 2, học phần 2", 3, Tự Chọn, 2.00, C, ,Chi tiết
 7, 1421FREN1113, Tiếng Pháp 1 (BPD), 4, Bắt Buộc, 2.00, C, ,Chi tiết
 8, 1421LITR1007, Tiếng Việt, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 9, 1421COMP1001, Tin học căn bản, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 10, 1421POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 1, 1431POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, , , ,Chi tiết
 1, 1511FREN1024, Các phương pháp và kỹ thuật dạy và học tiếng Pháp, 3, Tự Chọn, 0.00, F, ,Chi tiết
 2, 1511LITR1006, Dẫn luận ngôn ngữ học, 2, Bắt Buộc, , , ,Chi tiết
 3, 1511PHYL1004, Giáo dục thể chất 3 (Cầu lông), 1, Tự Chọn, 3.00, B, ,Chi tiết
 4, 1511FREN1020, Ngữ pháp 2, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 5, 1511ENGL2003," Tiếng Anh ngoại ngữ 2, học phần 3", 3, Tự Chọn, 3.50, B+, ,Chi tiết
 6, 1511FREN1114, Tiếng Pháp 2 (BPD), 4, Bắt Buộc, 2.00, C, ,Chi tiết
 7, 1511FREN1092, Tìm kiếm và xử lý thông tin trên Internet, 2, Tự Chọn, 1.00, D, ,Chi tiết
 1, 1521MILI1101, Đường lối quân sự của Đảng, 3, Bắt Buộc, , , ,Chi tiết
 2, 1521FRAN1055, Lý luận dạy và học ngoại ngữ, 2, Tự Chọn, 0.00, F, ,Chi tiết
 3, 1521FREN1010, Ngôn ngữ học đối chiếu Pháp – Việt, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 4, 1521FREN1020, Ngữ pháp 2, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 5, 1521FREN1040, Phương pháp nghiên cứu điều tra xã hội, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 6, 1521FREN1025, Quản lý chương trình và tài liệu giảng dạy, 2, Tự Chọn, 1.00, D, ,Chi tiết
 7, 1521FREN1159, Rèn luyện nghiệp vụ, 2, Bắt Buộc, , , ,Chi tiết
 8, 1521PSYC1033, Tâm lý học tình cảm - ý chí, 2, Tự Chọn, , , ,Chi tiết
 9, 1521FREN1055, Thuyết minh du lịch TP.HCM, 3, Tự Chọn, 2.50, C+, ,Chi tiết
 10, 1521FREN1115, Tiếng Pháp 3 (BDP), 4, Bắt Buộc, 2.00, C, ,Chi tiết
 11, 1521POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, , , ,Chi tiết
 12, 1521FREN1018, Từ vựng, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 1611LITR1006, Dẫn luận ngôn ngữ học, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
