STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1211PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 4.00, A, ,Chi tiết
 2, 1211POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 1.50, D+, ,Chi tiết
 3, 1211EARC1011, Sinh lý đại cương và Sinh lý trẻ em, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 4, 1211EARC1201, Tâm lý học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1211FLAN1001, Tiếng Anh học phần I, 4, Tự Chọn, 2.50, C+, ,Chi tiết
 6, 1211PRIM1005, Tiếng Việt trong giáo dục mầm non, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 7, 1211PRIM1003, Toán cơ sở trong giáo dục mầm non, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 1, 1221EARC1022, Dinh dưỡng trẻ em, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 2, 1221EARC1203, Giáo dục học đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 3, 1221MILI1001, Giáo dục quốc phòng (HP1), 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 4, 1221MILI1002, Giáo dục quốc phòng (HP2), 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 5, 1221MILI1003, Giáo dục quốc phòng (HP3), 2, Bắt Buộc, , , ,Chi tiết
 6, 1221MILI1004, Giáo dục quốc phòng (HP4), 2, Bắt Buộc, , , ,Chi tiết
 7, 1221PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 3.50, B+, ,Chi tiết
 8, 1221DOMS1006, Kỹ thuật cắt may căn bản, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 9, 1221EARC1001, Mỹ thuật cơ bản, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 10, 1221PSYC1086, Tâm lý học giới tính, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 11, 1221EARC1016, Tâm lý học mầm non 1, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 12, 1221FLAN1002, Tiếng Anh học phần II, 3, Tự Chọn, 1.00, D, ,Chi tiết
