STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1511MATH1020, Đại số tuyến tính 1, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 1511MATH1024, Giải tích các hàm một biến, 4, Bắt Buộc, 2.00, C, ,Chi tiết
 3, 1511PHYL1101, Giáo dục thể chất 1 (Điền kinh + Thể dục), 2, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1511MATH1023, Hình học giải tích, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 5, 1511POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 3.50, B+, ,Chi tiết
 6, 1511MILI1103," Quân sự chung và chiến thuật, kỹ thuật bắn súng tiểu liên AK", 4, Bắt Buộc, 4.00, Ð, ,Chi tiết
 7, 1511TTTH1001, Tin học căn bản, 3, Tự Chọn, , , ,Chi tiết
 1, 1521MATH1026, Đại số đại cương 1, 3, Bắt Buộc, 1.50, D+, ,Chi tiết
 2, 1521MATH1321, Đại số tuyến tính 2, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1521MILI1101, Đường lối quân sự của Đảng, 3, Bắt Buộc, 4.00, Ð, ,Chi tiết
 4, 1521MATH1325, Giải tích các hàm nhiều biến, 4, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1521PHYL1102, Giáo dục thể chất 2 (Bóng chuyền), 2, Tự Chọn, 4.00, A, ,Chi tiết
 6, 1521POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 7, 1521PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 8, 1521FLAN1301, Tiếng Anh học phần I, 4, Tự Chọn, 3.00, B, ,Chi tiết
 9, 1521POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 10, 1521MATH1007, Xác suất thống kê, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 1611MILI1102," Công tác quốc phòng, an ninh", 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 2, 1611MATH1312, Đại số đại cương 2, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 3, 1611POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 1611PSYC1003, Giáo dục học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1611PHYL1106, Giáo dục thể chất 3 (Bóng chuyền_nâng cao), 1, Tự Chọn, 4.00, A, ,Chi tiết
 6, 1611MATH1311, Hình học cao cấp, 4, Bắt Buộc, 0.50, F+, ,Chi tiết
 7, 1611MATH1405, Hình học giải tích, 2, Tự Chọn, 2.00, C, ,Chi tiết
 8, 1611MATH1308, Lý thuyết tối ưu tuyến tính, 3, Bắt Buộc, 1.50, D+, ,Chi tiết
 9, 1611PSYC1002, Tâm lý học lứa tuổi và Tâm lý học sư phạm, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 10, 1611FLAN1302, Tiếng Anh học phần II, 3, Tự Chọn, 2.50, C+, ,Chi tiết
 1, 1621MATH1026, Đại số đại cương 1, 3, Bắt Buộc, 1.50, D+, ,Chi tiết
 2, 1621MATH1413, Độ đo và tích phân, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 3, 1621PSYC1004, Giáo dục học phổ thông, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 1621MATH1481, Phương pháp nghiên cứu khoa học, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 5, 1621MATH1414, Phương trình vi phân và phương trình đạo hàm riêng, 4, Tự Chọn, 0.50, F+, ,Chi tiết
 6, 1621MATH1420, Số luận, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 7, 1621FLAN1303, Tiếng Anh học phần III, 3, Tự Chọn, 3.00, B, ,Chi tiết
 8, 1621MATH1410, Tôpô đại cương, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 1, 1721MATH1060, Rèn luyện nghiệp vụ sư phạm, 2, Bắt Buộc, 0.00, F, ,Chi tiết
