STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1311LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, , , ,Chi tiết
 2, 1311ENGL1033, Đọc 1, 2, Bắt Buộc, , , ,Chi tiết
 3, 1311PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 0.00, F, ,Chi tiết
 4, 1311ENGL1013, Kỹ năng học tập, 2, Bắt Buộc, , , ,Chi tiết
 5, 1311ENGL1043, Nghe 1, 2, Bắt Buộc, , , ,Chi tiết
 6, 1311POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, , , ,Chi tiết
 7, 1311ENGL1051, Nói 1, 2, Bắt Buộc, , , ,Chi tiết
 8, 1311FREN2001," Tiếng Pháp ngoại ngữ 2, học phần 1", 3, Tự Chọn, , , ,Chi tiết
 9, 1311COMP1001, Tin học căn bản, 3, Bắt Buộc, 0.00, F, ,Chi tiết
 10, 1311ENGL1039, Viết 1, 2, Bắt Buộc, , , ,Chi tiết
 1, 1331ENGL1010, Lý luận và phương pháp giảng dạy Tiếng Anh 1, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1331POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 1.50, D+, ,Chi tiết
 1, 1411LITR1006, Dẫn luận ngôn ngữ học, 2, Bắt Buộc, , , ,Chi tiết
 2, 1411ENGL1033, Đọc 1, 2, Bắt Buộc, , , ,Chi tiết
 3, 1411PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 0.00, F, ,Chi tiết
 4, 1411PHYL1004, Giáo dục thể chất 3 (Cầu lông), 1, Tự Chọn, 0.00, F, ,Chi tiết
 5, 1411ENGL1028, Hoa Kỳ học, 2, Tự Chọn, , , ,Chi tiết
 6, 1411ENGL1013, Kỹ năng học tập, 2, Bắt Buộc, , , ,Chi tiết
 7, 1411ENGL1043, Nghe 1, 2, Bắt Buộc, , , ,Chi tiết
 8, 1411ENGL1019, Ngôn ngữ học 1, 2, Bắt Buộc, , , ,Chi tiết
 9, 1411ENGL1051, Nói 1, 2, Bắt Buộc, , , ,Chi tiết
 10, 1411PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, , , ,Chi tiết
 11, 1411PSYC1002, Tâm lý học lứa tuổi và Tâm lý học sư phạm, 2, Bắt Buộc, , , ,Chi tiết
 12, 1411CHIN2001," Tiếng Trung ngoại ngữ 2, học phần 1", 3, Tự Chọn, , , ,Chi tiết
 13, 1411ENGL1056, Văn phạm, 2, Tự Chọn, , , ,Chi tiết
