STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1011EARC1002, Âm nhạc cơ bản, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1011PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 4.00, A, ,Chi tiết
 3, 1011EARC1001, Mỹ thuật cơ bản, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 1011POLI1901, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin HP1, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 5, 1011EARC1011, Sinh lý đại cương và Sinh lý trẻ em, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 1011PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 7, 1011PRIM1005, Tiếng Việt trong giáo dục mầm non, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 1021PSYC1003, Giáo dục học đại cương, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 2, 1021PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 2.50, C+, ,Chi tiết
 3, 1021POLI1902, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin HP2, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 1021PSYC1005, Phương pháp nghiên cứu khoa học, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1021PRIM1003, Toán cơ sở trong giáo dục mầm non, 2, Tự Chọn, 4.00, A, ,Chi tiết
 1, 1111POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, , , ,Chi tiết
 2, 1111EARC1018, Giáo dục học mầm non, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 3, 1111PHYL1005-8, Giáo dục thể chất 3 (Bóng chuyền), 1, Tự Chọn, , , ,Chi tiết
 4, 1111EARC1010, Múa cơ bản, 3, Bắt Buộc, , , ,Chi tiết
 5, 1111EARC1017, Tâm lý học mầm non 2, 3, Bắt Buộc, 0.50, F+, ,Chi tiết
 6, 1111FLAN1003, Tiếng Anh học phần III, 3, Tự Chọn, , , ,Chi tiết
 7, 1111EARC1023, Vệ sinh - bệnh học trẻ em, 3, Bắt Buộc, , , ,Chi tiết
