STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1911ENGL1406, Đọc - Viết 1, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 1911PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Bắt Buộc, 4.00, A, ,Chi tiết
 3, 1911ENGL1401, Nghe - Nói 1, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1911PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 6, 1911POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 1.00, D, ,Chi tiết
 1, 1921POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 2, 1921MILI2402, Công tác quốc phòng và an ninh, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1921ENGL1466, Đọc - Viết Thương mại 1, 4, Bắt Buộc, 2.50, C+, ,Chi tiết
 4, 1921POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 5, 1921ENGL1461, Nghe - Nói Thương mại 1, 4, Bắt Buộc, 1.50, D+, ,Chi tiết
 6, 1921CHIN1901, Tiếng Trung tăng cường, 4, Tự Chọn, , , ,Chi tiết
 7, 1921TTTH1001, Tin học căn bản, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 8, 1921ENGL1472, Văn phạm thương mại, 3, Tự Chọn, 2.00, C, ,Chi tiết
 1, 2011ENGL1467, Đọc - Viết Thương mại 2, 4, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 2011MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 3.50, Ð, ,Chi tiết
 3, 2011PHYL2413, Giáo dục Thể chất 3 - Aerobic nâng cao, 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 2011PSYC1493, Kỹ năng thích ứng và giải quyết vấn đề, 2, Tự Chọn, 3.00, B, ,Chi tiết
 5, 2011ENGL1474, Lý thuyết dịch thương mại, 3, Tự Chọn, 3.00, B, ,Chi tiết
 6, 2011ENGL1462, Nghe - Nói Thương mại 2, 4, Bắt Buộc, 1.00, D, ,Chi tiết
 7, 2011ENGL1411, Ngôn Ngữ học 1, 3, Bắt Buộc, 0.50, F+, ,Chi tiết
 8, 2011MILI2403," Quân sự chung, chiến thuật, kỹ thuật bắn súng ngắn và sử dụng lựu đạn", 4, Bắt Buộc, 3.50, Ð, ,Chi tiết
 9, 2011CHIN2401, Tiếng Trung học phần I, 4, Tự Chọn, , , ,Chi tiết
 10, 2011POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 2021ENGL1426, Đặc điểm hài hước trong văn học Anh, 4, Tự Chọn, 0.00, F, ,Chi tiết
 2, 2021ENGL1468, Đọc - Viết Thương mại 3, 3, Bắt Buộc, , , ,Chi tiết
 3, 2021PHYL2405, Giáo dục Thể chất 2 - Aerobic cơ bản, 1, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 2021POLI2004, Lịch sử Đảng cộng sản Việt Nam, 2, Bắt Buộc, , , ,Chi tiết
 5, 2021ENGL1463, Nghe - Nói Thương mại 3, 3, Bắt Buộc, , , ,Chi tiết
 6, 2021ENGL1412, Ngôn ngữ học 2, 3, Bắt Buộc, , , ,Chi tiết
 7, 2021ENGL1475, Tổng quan thương mại, 3, Bắt Buộc, , , ,Chi tiết
 1, 2121ENGL1484, Đạo đức kinh doanh, 3, Tự Chọn, 2.50, C+, ,Chi tiết
 2, 2121ENGL1468, Đọc - Viết Thương mại 3, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 3, 2121ENGL1425, Giao tiếp liên văn hóa, 4, Tự Chọn, 3.00, B, ,Chi tiết
 4, 2121DEFN1422," Hiểu biết chung về quân, binh chủng", 2, Tự Chọn, , , ,Chi tiết
 5, 2121POLI2004, Lịch sử Đảng cộng sản Việt Nam, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 2121ENGL1463, Nghe - Nói Thương mại 3, 3, Bắt Buộc, 0.50, F+, ,Chi tiết
 7, 2121ENGL1412, Ngôn ngữ học 2, 3, Bắt Buộc, 0.50, F+, ,Chi tiết
 8, 2121ENGL1475, Tổng quan thương mại, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 9, 2121ENGL1413, Văn học Anh, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 2211ENGL1469, Đọc - Viết Thương mại 4, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 2211PSYC1495, Kỹ năng tư duy phản biện và tư duy sáng tạo, 2, Tự Chọn, 4.00, A, ,Chi tiết
 3, 2211ENGL1464, Nghe - Nói Thương mại 4, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 2211ENGL1411, Ngôn Ngữ học 1, 3, Bắt Buộc, 1.50, D+, ,Chi tiết
 5, 2211ENGL1476, Quản trị học, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 2221ENGL1426, Đặc điểm hài hước trong văn học Anh, 4, Tự Chọn, , , ,Chi tiết
 2, 2221ENGL1470, Đọc - Viết Thương mại 5, 3, Bắt Buộc, , , ,Chi tiết
 3, 2221ENGL1463, Nghe - Nói Thương mại 3, 3, Bắt Buộc, , , ,Chi tiết
 4, 2221ENGL1465, Nghe - Nói Thương mại 5, 3, Bắt Buộc, , , ,Chi tiết
 5, 2221ENGL1478, Nghiên cứu thương mại 1, 2, Bắt Buộc, , , ,Chi tiết
 6, 2221ENGL1412, Ngôn ngữ học 2, 3, Bắt Buộc, , , ,Chi tiết
 7, 2221ENGL1703, Thuyết trình thương mại, 3, Tự Chọn, , , ,Chi tiết
