STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1511LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 2, 1511FRAN1011, Đọc viết cơ sở, 4, Bắt Buộc, 0.00, F, ,Chi tiết
 3, 1511PHYL1101, Giáo dục thể chất 1 (Điền kinh + Thể dục), 2, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1511FRAN1001, Nghe nói cơ sở, 4, Bắt Buộc, 0.00, F, ,Chi tiết
 5, 1511POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 1.00, D, ,Chi tiết
 1, 1521FRAN1112, Đọc - Viết 1 (BPD), 2, Bắt Buộc, 0.00, F, ,Chi tiết
 2, 1521PHYL1103, Giáo dục thể chất 2 (Cầu lông), 2, Tự Chọn, 0.00, F, ,Chi tiết
 3, 1521FRAN1055, Lý luận dạy và học ngoại ngữ, 2, Tự Chọn, 0.00, F, ,Chi tiết
 4, 1521FRAN1023, Ngữ pháp tiếng Pháp 1, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 5, 1521POLI1903, Pháp luật đại cương, 2, Bắt Buộc, , , ,Chi tiết
 6, 1521FRAN1030, Phương pháp nghiên cứu khoa học chuyên ngành tiếng Pháp, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 7, 1521FLAN1301, Tiếng Anh học phần I, 4, Tự Chọn, , , ,Chi tiết
 8, 1521TTTH1001, Tin học căn bản, 3, Tự Chọn, 0.00, F, ,Chi tiết
