STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1811ENGL1406, Đọc - Viết 1, 3, Bắt Buộc, 1.00, D, ,Chi tiết
 2, 1811MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1811PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Bắt Buộc, 4.00, A, ,Chi tiết
 4, 1811ENGL1401, Nghe - Nói 1, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 5, 1811POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 1811PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 1821MILI2402, Công tác quốc phòng và an ninh, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 2, 1821ENGL1466, Đọc - Viết Thương mại 1, 4, Bắt Buộc, 4.00, A, ,Chi tiết
 3, 1821PHYL2403, Giáo dục Thể chất 2 - Cầu lông cơ bản, 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1821ENGL1461, Nghe - Nói Thương mại 1, 4, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1821POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 1821TTTH1001, Tin học căn bản, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 7, 1821POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1911ENGL1467, Đọc - Viết Thương mại 2, 4, Bắt Buộc, , , ,Chi tiết
 2, 1911POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, , , ,Chi tiết
 3, 1911PHYL2412, Giáo dục Thể chất 3 - Cầu lông nâng cao, 1, Tự Chọn, 0.00, F, ,Chi tiết
 4, 1911MILI2404," Hiểu biết chung về quân, binh chủng", 1, Bắt Buộc, 4.00, Ð, ,Chi tiết
 5, 1911ENGL1474, Lý thuyết dịch thương mại, 3, Tự Chọn, , , ,Chi tiết
 6, 1911ENGL1462, Nghe - Nói Thương mại 2, 4, Bắt Buộc, , , ,Chi tiết
 7, 1911ENGL1411, Ngôn Ngữ học 1, 3, Bắt Buộc, , , ,Chi tiết
 8, 1911MILI2403," Quân sự chung, chiến thuật, kỹ thuật bắn súng ngắn và sử dụng lựu đạn", 4, Bắt Buộc, , , ,Chi tiết
 9, 1911ENGL1472, Văn phạm thương mại, 3, Tự Chọn, , , ,Chi tiết
