STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1911GEOG1007, Địa lý kinh tế - xã hội thế giới, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 2, 1911MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1911PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 3.00, B, ,Chi tiết
 4, 1911POLI1006, Kinh tế học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1911HIST1031, Lịch sử thế giới cổ trung đại, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 6, 1911GEOG1001, Môi trường và phát triển bền vững, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 7, 1911HIST1008, Nhân học đại cương, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 8, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 9, 1911PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 10, 1911ENGL2401, Tiếng Anh học phần I, 4, Bắt Buộc, 4.00, A, ,Chi tiết
 11, ENGL2401, Tiếng Anh học phần I, 4, Bắt Buộc, , M, ,Chi tiết
 12, 1911POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1921HIST1000, Chính trị học đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 1921POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 3, 1921MILI2402, Công tác quốc phòng và an ninh, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 4, 1921PHYL2403, Giáo dục Thể chất 2 - Cầu lông cơ bản, 1, Tự Chọn, 4.00, A, ,Chi tiết
 5, 1921MILI2404," Hiểu biết chung về quân, binh chủng", 1, Bắt Buộc, 4.00, Ð, ,Chi tiết
 6, 1921POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 7, 1921HIST1028, Lịch sử thế giới cận hiện đại 1, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 8, 1921HIST1004, Lịch sử văn minh thế giới, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 9, 1921HIST1064, Nhập môn quan hệ quốc tế, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 10, 1921MILI2403," Quân sự chung, chiến thuật, kỹ thuật bắn súng ngắn và sử dụng lựu đạn", 4, Bắt Buộc, , , ,Chi tiết
 11, ENGL2402, Tiếng Anh học phần II, 3, Bắt Buộc, , M, ,Chi tiết
 1, ENGL2403, Tiếng Anh học phần III, 3, Bắt Buộc, , M, ,Chi tiết
 1, 2121HIST2003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 2121HIST1098, Địa chiến lược và địa chính trị, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 2121POLI2004, Lịch sử Đảng cộng sản Việt Nam, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 4, 2121HIST1115, Lịch sử Việt Nam cổ - trung đại, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 2121HIST1110, Nghiệp vụ ngoại thương, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 6, 2121HIST1108, Nghiệp vụ thư ký văn phòng – Văn bản ngoại giao, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 7, 2121HIST1109, PR – Truyền thông đại chúng, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 8, 2121HIST1099, Quan hệ kinh tế quốc tế, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 9, 2121HIST1074, Quan hệ quốc tế ở Châu Âu từ sau chiến tranh thế giới thứ 2 đến nay, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 10, 2121HIST1072, Quan hệ quốc tế ở châu Mỹ từ sau chiến tranh thế giới 2 đến nay, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 11, 2121HIST1071, Quan hệ quốc tế ở Đông Nam Á từ sau chiến tranh thế giới 2 đến nay, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 12, 2121HIST1139, Quan hệ quốc tế trong bối cảnh cách mạng công nghệ 4.0, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 13, 2121HIST1111, Rèn luyện nghiệp vụ, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 2211HIST1102, An ninh và xung đột trong quan hệ quốc tế, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 2211HIST1100, Công pháp quốc tế, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 3, 2211HIST1003, Lịch sử quan hệ quốc tế, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 4, 2211HIST1812, Lịch sử thế giới, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 5, 2211HIST1813, Lịch sử Việt Nam, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 6, 2211HIST1097, Phương pháp nghiên cứu khoa học, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 7, 2211HIST1107, Tiếng Anh chuyên ngành Quốc tế học 1 (đọc - viết), 2, Tự Chọn, 3.50, B+, ,Chi tiết
 8, 2211HIST1106, Tiếng Anh chuyên ngành Quốc tế học 1 (nghe - nói), 2, Tự Chọn, 3.50, B+, ,Chi tiết
 9, 2211HIST1101, Tư pháp quốc tế, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
