STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 2211PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 1, 2221MILI2702, Công tác quốc phòng và an ninh, 2, Bắt Buộc, , , ,Chi tiết
 2, 2221CHEM1705, Đại cương về lý luận và phương pháp dạy học hóa học, 2, Tự Chọn, , , ,Chi tiết
 3, 2221EDUC2802, Giáo dục học, 4, Bắt Buộc, , , ,Chi tiết
 4, 2221EDUC1003, Giáo dục học đại cương, 2, Tự Chọn, , , ,Chi tiết
 5, 2221PHYL2403, Giáo dục Thể chất 2 - Cầu lông cơ bản, 1, Tự Chọn, , , ,Chi tiết
 6, 2221EDUC1727, Khởi nghiệp cho sinh viên sư phạm, 2, Tự Chọn, , , ,Chi tiết
 7, 2221CHEM1707, Kiểm tra đánh giá trong dạy học hóa học ở trường trung học phổ thông, 2, Tự Chọn, , , ,Chi tiết
 8, 2221EDUC1807, Lịch sử giáo dục thế giới và Việt Nam, 3, Bắt Buộc, , , ,Chi tiết
 9, 2221EDUC2801, Phương pháp học tập hiệu quả, 2, Tự Chọn, , , ,Chi tiết
