STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1511LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1511FRAN1011, Đọc viết cơ sở, 4, Bắt Buộc, 4.00, A, ,Chi tiết
 3, 1511PHYL1101, Giáo dục thể chất 1 (Điền kinh + Thể dục), 2, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1511FRAN1001, Nghe nói cơ sở, 4, Bắt Buộc, 4.00, A, ,Chi tiết
 5, 1511POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 1511MILI1103," Quân sự chung và chiến thuật, kỹ thuật bắn súng tiểu liên AK", 4, Bắt Buộc, 4.00, Ð, ,Chi tiết
 7, 1511TTTH1001, Tin học căn bản, 3, Tự Chọn, 3.50, B+, ,Chi tiết
 1, 1521FRAN1012, Đọc - Viết 1 (SP), 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 2, 1521MILI1101, Đường lối quân sự của Đảng, 3, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1521PHYL1103, Giáo dục thể chất 2 (Cầu lông), 2, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1521FRAN1055, Lý luận dạy và học ngoại ngữ, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 5, 1521FRAN1002, Nghe - Nói 1 (SP), 3, Bắt Buộc, 4.00, A, ,Chi tiết
 6, 1521FRAN1023, Ngữ pháp tiếng Pháp 1, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 7, 1521POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 8, 1521FRAN1030, Phương pháp nghiên cứu khoa học chuyên ngành tiếng Pháp, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 9, 1521PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 10, 1521FLAN1301, Tiếng Anh học phần I, 4, Tự Chọn, 3.50, B+, ,Chi tiết
 11, 1521POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1531MILI1102," Công tác quốc phòng, an ninh", 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 2, 1531POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 1611FRAN1013, Đọc - Viết 2 SP, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 2, 1611PSYC1003, Giáo dục học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1611PHYL1107, Giáo dục thể chất 3 (Cầu lông_nâng cao), 1, Tự Chọn, 4.00, Ð, ,Chi tiết
 4, 1611FRAN1003, Nghe - Nói 2 SP, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 5, 1611FRAN1021, Ngữ âm tiếng Pháp, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 6, 1611FRAN1024, Ngữ pháp tiếng Pháp 2, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 7, 1611FRAN1056, Phương pháp dạy và học tiếng Pháp, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 8, 1611FRAN1042, Phương pháp nghiên cứu điều tra xã hội, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 9, 1611PSYC1002, Tâm lý học lứa tuổi và Tâm lý học sư phạm, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 10, 1611FLAN1302, Tiếng Anh học phần II, 3, Tự Chọn, 3.50, B+, ,Chi tiết
 1, 1621FRAN1014, Đọc - Viết 3 SP, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 1621PSYC1004, Giáo dục học phổ thông, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 3, 1621FRAN1004, Nghe - Nói 3 SP, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 1621FRAN1027, Ngôn ngữ học đối chiếu Pháp - Việt, 2, Tự Chọn, 1.50, D+, ,Chi tiết
 5, 1621FRAN1057, Phương pháp quan sát dự giờ, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 6, 1621FRAN1138, Thông tin thời sự 1, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 7, 1621FLAN1303, Tiếng Anh học phần III, 3, Tự Chọn, 3.50, B+, ,Chi tiết
 8, 1621FRAN1022, Từ vựng tiếng Pháp, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1711FRAN1015, Đọc - Viết 4 (SP), 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1711FRAN1059, Kiểm tra đánh giá KQHT môn tiếng Pháp, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1711FRAN1005, Nghe - Nói 4 (SP), 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 4, 1711FRAN1060, Phát triển chương trình môn tiếng Pháp, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 5, 1711FRAN1032, Văn hóa Pháp, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 6, 1711FRAN1058, Xây dựng kỹ năng giảng dạy, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1721FRAN1016, Đọc - Viết 5 SP, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 1721FRAN1006, Nghe - Nói 5 SP, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1721FRAN1025, Ngữ pháp văn bản, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 1721FRAN1018, Rèn luyện nghiệp vụ SP thường xuyên, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 5, 1721FREN1059, Rèn luyện nghiệp vụ sư phạm, 2, Tự Chọn, 4.00, A, ,Chi tiết
 6, 1721FRAN1043, Ứng dụng CNTT trong dạy học tiếng Pháp, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
