STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 2011MATH1402, Đại số tuyến tính 1, 3, Bắt Buộc, , , ,Chi tiết
 2, MATH1402, Đại số tuyến tính 1, 3, Bắt Buộc, 3.50, R, ,Chi tiết
 3, 2011MATH1403, Giải tích hàm một biến, 4, Bắt Buộc, , , ,Chi tiết
 4, PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 1.50, R, ,Chi tiết
 5, 2011MATH1405, Hình học giải tích, 2, Bắt Buộc, , , ,Chi tiết
 6, 2011EDUC1400, Nhập môn nghề giáo, 1, Bắt Buộc, 3.50, B+, ,Chi tiết
 7, POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 3.00, R, ,Chi tiết
 8, 2011MATH1700, Phương pháp nghiên cứu khoa học Giáo dục môn Toán, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 9, 2011PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 10, POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 2.50, R, ,Chi tiết
 1, POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, 2.50, R, ,Chi tiết
 2, MATH1407, Giải tích hàm nhiều biến, 4, Bắt Buộc, 3.00, R, ,Chi tiết
 3, PHYL2407, Giáo dục Thể chất 2 - Bóng rổ cơ bản, 1, Tự Chọn, 2.00, R, ,Chi tiết
 1, PHYL2414, Giáo dục Thể chất 3 - Bóng rổ nâng cao, 1, Tự Chọn, 2.00, R, ,Chi tiết
 2, POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 1.50, R, ,Chi tiết
 1, POLI2004, Lịch sử Đảng cộng sản Việt Nam, 2, Bắt Buộc, 2.50, R, ,Chi tiết
