STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1911ENGL1406, Đọc - Viết 1, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 1911PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Bắt Buộc, 4.00, A, ,Chi tiết
 3, 1911ENGL1401, Nghe - Nói 1, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 4, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 5, 1911PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 1911POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 1921POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 1921MILI2402, Công tác quốc phòng và an ninh, 2, Tự Chọn, 4.00, Ð, ,Chi tiết
 3, 1921ENGL1407, Đọc - Viết 2, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 1921PHYL2403, Giáo dục Thể chất 2 - Cầu lông cơ bản, 1, Tự Chọn, 3.00, B, ,Chi tiết
 5, 1921POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 1921PSYC1493, Kỹ năng thích ứng và giải quyết vấn đề, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 7, 1921ENGL1402, Nghe - Nói 2, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 8, 1921CHIN1901, Tiếng Trung tăng cường, 4, Tự Chọn, , , ,Chi tiết
 9, 1921TTTH1001, Tin học căn bản, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 2011ENGL1408, Đọc - Viết 3, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 2011MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Tự Chọn, 3.50, Ð, ,Chi tiết
 3, 2011PHYL2412, Giáo dục Thể chất 3 - Cầu lông nâng cao, 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 2011ENGL1403, Nghe - Nói 3, 3, Bắt Buộc, 1.00, D, ,Chi tiết
 5, 2011ENGL1411, Ngôn Ngữ học 1, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 2011MILI2403," Quân sự chung, chiến thuật, kỹ thuật bắn súng ngắn và sử dụng lựu đạn", 4, Tự Chọn, 3.00, Ð, ,Chi tiết
 7, 2011CHIN2401, Tiếng Trung học phần I, 4, Tự Chọn, , , ,Chi tiết
 8, 2011POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 2021ENGL1446, Biên dịch báo chí 1, 4, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 2021ENGL1409, Đọc - Viết 4, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 3, 2021PSYC1495, Kỹ năng tư duy phản biện và tư duy sáng tạo, 2, Tự Chọn, 4.00, A, ,Chi tiết
 4, 2021POLI2004, Lịch sử Đảng cộng sản Việt Nam, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 2021ENGL1445, Lý thuyết biên phiên dịch, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 6, 2021ENGL1404, Nghe - Nói 4, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 7, 2021ENGL1412, Ngôn ngữ học 2, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 8, 2021ENGL1447, Phiên dịch báo chí 1, 3, Tự Chọn, 4.00, A, ,Chi tiết
 9, 2021ENGL1450, Phiên dịch du lịch 1, 3, Tự Chọn, 3.50, B+, ,Chi tiết
 1, ENGL1707, Phiên dịch báo chí 1, 4, Bắt Buộc, 4.00, R, ,Chi tiết
 2, ENGL1708, Phiên dịch du lịch 1, 4, Bắt Buộc, 3.50, R, ,Chi tiết
 1, 2211ENGL1449, Biên dịch báo chí 2, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 2, 2211ENGL1448, Biên dịch du lịch 1, 4, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 2211ENGL1454, Biên dịch thương mại, 3, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 2211ENGL1702, Đạo đức nghề nghiệp biên-phiên dịch, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 5, 2211ENGL1410, Đọc - Viết 5, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 6, 2211ENGL1405, Nghe - Nói 5, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 7, 2211ENGL1419, Phân tích ngôn từ, 3, Tự Chọn, 2.00, C, ,Chi tiết
 8, 2211ENGL1459, Rèn luyện nghiệp vụ thường xuyên, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 9, 2211ENGL1414, Văn học Mỹ, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 1, 2221ENGL1425, Giao tiếp liên văn hóa, 4, Tự Chọn, , , ,Chi tiết
 2, 2221ENGL1415, Ngôn ngữ học đối chiếu Anh - Việt, 2, Bắt Buộc, , , ,Chi tiết
 3, 2221ENGL1504, Phương pháp nghiên cứu khoa học, 4, Bắt Buộc, , , ,Chi tiết
 4, 2221MILI2703, Quân sự chung, 2, Bắt Buộc, , , ,Chi tiết
 5, 2221ENGL1451, Thực tập 1, 2, Bắt Buộc, , , ,Chi tiết
 6, 2221ENGL1413, Văn học Anh, 3, Bắt Buộc, , , ,Chi tiết
