STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1111LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 2, 1111LITR1003, Cơ sở văn hoá Việt Nam, 2, Tự Chọn, 0.50, F+, ,Chi tiết
 3, 1111FREN1012, Đọc Viết cơ sở, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 1111FREN1012, Đọc Viết cơ sở, 4, Tự Chọn, 3.50, B+, ,Chi tiết
 5, 1111PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 3.00, B, ,Chi tiết
 6, 1111PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 3.00, B, ,Chi tiết
 7, 1111FREN1011, Nghe Nói cơ sở, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 8, 1111FREN1011, Nghe Nói cơ sở, 4, Tự Chọn, 3.50, B+, ,Chi tiết
 9, 1111POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 2.00, C, ,Chi tiết
 10, 1111POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 2.00, C, ,Chi tiết
 11, 1111ENGL2001," Tiếng Anh ngoại ngữ 2, học phần 1", 3, Tự Chọn, 3.00, B, ,Chi tiết
 12, 1111ENGL2001," Tiếng Anh ngoại ngữ 2, học phần 1", 3, Tự Chọn, 3.00, B, ,Chi tiết
 13, 1111COMP1001, Tin học căn bản, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 14, 1111COMP1001, Tin học căn bản, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 1121MILI1001, Giáo dục quốc phòng (HP1), 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 2, 1121MILI1001, Giáo dục quốc phòng (HP1), 2, Tự Chọn, 4.00, Ð, ,Chi tiết
 3, 1121MILI1002, Giáo dục quốc phòng (HP2), 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 4, 1121MILI1002, Giáo dục quốc phòng (HP2), 2, Tự Chọn, 4.00, Ð, ,Chi tiết
 5, 1121MILI1003, Giáo dục quốc phòng (HP3), 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 6, 1121MILI1003, Giáo dục quốc phòng (HP3), 2, Tự Chọn, 4.00, Ð, ,Chi tiết
 7, 1121MILI1004, Giáo dục quốc phòng (HP4), 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 8, 1121MILI1004, Giáo dục quốc phòng (HP4), 2, Tự Chọn, 4.00, Ð, ,Chi tiết
 9, 1121PHYL1002-8, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 4.00, A, ,Chi tiết
 10, 1121PHYL1002-8, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 4.00, A, ,Chi tiết
 11, 1121FREN1023, Lý luận dạy và học ngoại ngữ, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 12, 1121FREN1023, Lý luận dạy và học ngoại ngữ, 2, Tự Chọn, 2.00, C, ,Chi tiết
 13, 1121FREN1017, Ngữ âm, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 14, 1121FREN1017, Ngữ âm, 2, Tự Chọn, 1.50, D+, ,Chi tiết
 15, 1121FREN1019, Ngữ pháp 1, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 16, 1121FREN1019, Ngữ pháp 1, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 17, 1121PSYC1005, Phương pháp nghiên cứu khoa học, 2, Tự Chọn, 1.50, D+, ,Chi tiết
 18, 1121PSYC1005, Phương pháp nghiên cứu khoa học, 2, Tự Chọn, 1.50, D+, ,Chi tiết
 19, 1121PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 20, 1121PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 21, 1121ENGL2002," Tiếng Anh ngoại ngữ 2, học phần 2", 3, Tự Chọn, 2.50, C+, ,Chi tiết
 22, 1121ENGL2002," Tiếng Anh ngoại ngữ 2, học phần 2", 3, Tự Chọn, 2.50, C+, ,Chi tiết
 23, 1121FREN1013, Tiếng Pháp 1 (SP), 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 24, 1121FREN1013, Tiếng Pháp 1 (SP), 4, Tự Chọn, 3.50, B+, ,Chi tiết
 25, 1121LITR1007, Tiếng Việt, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 26, 1121LITR1007, Tiếng Việt, 2, Tự Chọn, 3.00, B, ,Chi tiết
 27, 1121POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 28, 1121POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 1, 1211FREN1024, Các phương pháp và kỹ thuật dạy và học tiếng Pháp, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 1211FREN1024, Các phương pháp và kỹ thuật dạy và học tiếng Pháp, 3, Tự Chọn, 2.00, C, ,Chi tiết
 3, 1211LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, , , ,Chi tiết
 4, 1211LITR1003, Cơ sở văn hoá Việt Nam, 2, Tự Chọn, , , ,Chi tiết
 5, 1211LITR1006, Dẫn luận ngôn ngữ học, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 6, 1211LITR1006, Dẫn luận ngôn ngữ học, 2, Tự Chọn, 1.00, D, ,Chi tiết
 7, 1211POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 1.50, D+, ,Chi tiết
 8, 1211POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 1.50, D+, ,Chi tiết
 9, 1211PHYL1004, Giáo dục thể chất 3 (Cầu lông), 1, Tự Chọn, 4.00, A, ,Chi tiết
 10, 1211PHYL1004, Giáo dục thể chất 3 (Cầu lông), 1, Tự Chọn, 4.00, A, ,Chi tiết
 11, 1211FREN1020, Ngữ pháp 2, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 12, 1211FREN1020, Ngữ pháp 2, 2, Tự Chọn, 1.00, D, ,Chi tiết
 13, 1211PSYC1002, Tâm lý học lứa tuổi và Tâm lý học sư phạm, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 14, 1211PSYC1002, Tâm lý học lứa tuổi và Tâm lý học sư phạm, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 15, 1211ENGL2003," Tiếng Anh ngoại ngữ 2, học phần 3", 3, Tự Chọn, 2.00, C, ,Chi tiết
 16, 1211ENGL2003," Tiếng Anh ngoại ngữ 2, học phần 3", 3, Tự Chọn, 2.00, C, ,Chi tiết
 17, 1211FREN1014, Tiếng Pháp 2 (SP), 4, Bắt Buộc, 3.00, B, ,Chi tiết
 18, 1211FREN1014, Tiếng Pháp 2 (SP), 4, Tự Chọn, 3.00, B, ,Chi tiết
 1, 1221PSYC1003, Giáo dục học đại cương, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 2, 1221PSYC1003, Giáo dục học đại cương, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 3, 1221FREN1054, Lịch sử và du lịch, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 1221FREN1054, Lịch sử và du lịch, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 5, 1221FREN1010, Ngôn ngữ học đối chiếu Pháp – Việt, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 6, 1221FREN1010, Ngôn ngữ học đối chiếu Pháp – Việt, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 7, 1221FREN1017, Ngữ âm, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 8, 1221FREN1017, Ngữ âm, 2, Tự Chọn, 3.00, B, ,Chi tiết
 9, 1221FREN1040, Phương pháp nghiên cứu điều tra xã hội, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 10, 1221FREN1040, Phương pháp nghiên cứu điều tra xã hội, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 11, 1221FREN1025, Quản lý chương trình và tài liệu giảng dạy, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 12, 1221FREN1025, Quản lý chương trình và tài liệu giảng dạy, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 13, 1221ENGL2004," Tiếng Anh ngoại ngữ 2, học phần 4", 3, Tự Chọn, 2.50, C+, ,Chi tiết
