STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1411MATH1020, Đại số tuyến tính 1, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1411MATH1024, Giải tích các hàm một biến, 4, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1411PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 2.00, C, ,Chi tiết
 4, 1411MATH1023, Hình học giải tích, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1411MATH1022, Logic toán, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 6, 1411POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 3.50, B+, ,Chi tiết
 7, 1411MILI1103," Quân sự chung và chiến thuật, kỹ thuật bắn súng tiểu liên AK", 4, Bắt Buộc, , , ,Chi tiết
 8, 1411COMP1001, Tin học căn bản, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1421MATH1021, Đại số tuyến tính 2, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1421MATH1025, Giải tích các hàm nhiều biến, 3, Bắt Buộc, 1.50, D+, ,Chi tiết
 3, 1421PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 1421MATH1205, Phương pháp nghiên cứu khoa học, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1421PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 1421POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 7, 1421MATH1007, Xác suất thống kê, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1431POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 1511MATH1026, Đại số đại cương 1, 3, Bắt Buộc, 1.00, D, ,Chi tiết
 2, 1511MATH1029, Đại số sơ cấp, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1511PHYL1004, Giáo dục thể chất 3 (Cầu lông), 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1511MATH1039, Qui hoạch tuyến tính, 2, Bắt Buộc, , , ,Chi tiết
 5, 1511PSYC1002, Tâm lý học lứa tuổi và Tâm lý học sư phạm, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 1511MATH1035, Tôpô đại cương, 3, Bắt Buộc, , , ,Chi tiết
 1, 1521MATH1027, Đại số đại cương 2, 2, Bắt Buộc, , , ,Chi tiết
 2, 1521MATH1036, Độ đo và tích phân, 3, Bắt Buộc, , , ,Chi tiết
 3, 1521MATH1325, Giải tích các hàm nhiều biến, 4, Tự Chọn, , , ,Chi tiết
 4, 1521PSYC1003, Giáo dục học đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 5, 1521MATH1032, Hàm một biến phức, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 6, 1521MATH1030, Hình học cao cấp, 4, Bắt Buộc, , , ,Chi tiết
 7, 1521MATH1038, Phương trình vi phân và phương trình đạo hàm riêng, 4, Bắt Buộc, 1.50, D+, ,Chi tiết
 8, 1521FLAN1301, Tiếng Anh học phần I, 4, Tự Chọn, , , ,Chi tiết
 1, 1531PHYL1029, Phổ tu Cầu lông, 3, Tự Chọn, 0.00, F, ,Chi tiết
 1, 1611MATH1206, Chương trình cơ bản về dạy học của Intel, 2, Bắt Buộc, , , ,Chi tiết
 2, 1611MATH1037, Giải tích hàm, 3, Bắt Buộc, , , ,Chi tiết
 3, 1611PSYC1004, Giáo dục học phổ thông, 3, Bắt Buộc, , , ,Chi tiết
 4, 1611MATH1034, Hình học vi phân, 3, Bắt Buộc, , , ,Chi tiết
 5, 1611MATH1042, Lý luận dạy học môn toán 1, 2, Bắt Buộc, , , ,Chi tiết
 6, 1611MATH1033, Lý thuyết trường, 2, Bắt Buộc, , , ,Chi tiết
 7, 1611MATH1028, Số luận, 2, Bắt Buộc, , , ,Chi tiết
 8, 1611MATH1041, Xác suất thống kê 2, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 1621MATH1045, Đại số giao hoán, 3, Tự Chọn, , , ,Chi tiết
 2, 1621PSYC1004, Giáo dục học phổ thông, 3, Bắt Buộc, , , ,Chi tiết
 3, 1621MATH1046, Lý thuyết nhóm nâng cao, 3, Tự Chọn, , , ,Chi tiết
 4, 1621MATH1047, Mở đầu lý thuyết số nguyên đại số, 3, Tự Chọn, , , ,Chi tiết
 5, 1621MATH1060, Rèn luyện nghiệp vụ sư phạm, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 6, 1621MATH1035, Tôpô đại cương, 3, Bắt Buộc, , , ,Chi tiết
