STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1811FRAN1011, Đọc viết cơ sở, 4, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 1811MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1811PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 2.50, C+, ,Chi tiết
 4, 1811FRAN1001, Nghe nói cơ sở, 4, Bắt Buộc, 4.00, A, ,Chi tiết
 5, 1811POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, , , ,Chi tiết
 6, 1811PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 7, 1811ENGL2401, Tiếng Anh học phần I, 4, Tự Chọn, , , ,Chi tiết
 1, 1821MILI2402, Công tác quốc phòng và an ninh, 2, Bắt Buộc, , , ,Chi tiết
 2, 1821FRAN1112, Đọc - Viết 1 (BPD), 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 3, 1821PHYL2407, Giáo dục Thể chất 2 - Bóng rổ cơ bản, 1, Tự Chọn, 0.00, F, ,Chi tiết
 4, 1821FRAN1102, Nghe - Nói 1 (BPD), 3, Bắt Buộc, , , ,Chi tiết
 5, 1821FRAN1021, Ngữ âm tiếng Pháp, 2, Bắt Buộc, , , ,Chi tiết
 6, 1821FRAN1023, Ngữ pháp tiếng Pháp 1, 2, Bắt Buộc, , , ,Chi tiết
 7, 1821FRAN1030, Phương pháp nghiên cứu khoa học chuyên ngành tiếng Pháp, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 8, 1821TTTH1001, Tin học căn bản, 3, Bắt Buộc, 0.00, F, ,Chi tiết
 9, 1821POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, , , ,Chi tiết
 1, 1911POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 0.50, F+, ,Chi tiết
 2, 1911PHYL2414, Giáo dục Thể chất 3 - Bóng rổ nâng cao, 1, Tự Chọn, 0.00, F, ,Chi tiết
 3, 1911MILI2404," Hiểu biết chung về quân, binh chủng", 1, Bắt Buộc, 0.00, R, ,Chi tiết
 4, 1911FRAN1024, Ngữ pháp tiếng Pháp 2, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 5, 1911POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 0.00, F, ,Chi tiết
 6, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 7, 1911MILI2403," Quân sự chung, chiến thuật, kỹ thuật bắn súng ngắn và sử dụng lựu đạn", 4, Bắt Buộc, , , ,Chi tiết
 8, 1911TTTH1001, Tin học căn bản, 3, Bắt Buộc, 0.00, F, ,Chi tiết
 1, 1921POLI2003, Chủ nghĩa xã hội khoa học, 2, Tự Chọn, , , ,Chi tiết
 2, 1921MILI2404," Hiểu biết chung về quân, binh chủng", 1, Bắt Buộc, , , ,Chi tiết
 3, 1921FRAN1147, Khái niệm Kinh tế cơ bản, 2, Bắt Buộc, , , ,Chi tiết
 4, 1921POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Tự Chọn, , , ,Chi tiết
 5, 1921FRAN1027, Ngôn ngữ học đối chiếu Pháp - Việt, 2, Bắt Buộc, , , ,Chi tiết
 6, 1921FRAN1021, Ngữ âm tiếng Pháp, 2, Bắt Buộc, , , ,Chi tiết
 7, 1921FRAN1138, Thông tin thời sự 1, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 8, 1921FRAN1129, Tiếng Việt chuyên ngành tiếng Pháp Biên phiên dịch, 2, Tự Chọn, , , ,Chi tiết
 9, 1921TTTH1001, Tin học căn bản, 3, Bắt Buộc, 0.00, F, ,Chi tiết
