STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1911ENGL1406, Đọc - Viết 1, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 1911PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Bắt Buộc, 4.00, A, ,Chi tiết
 3, 1911ENGL1401, Nghe - Nói 1, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1911PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 1911POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 1921MILI2402, Công tác quốc phòng và an ninh, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 2, 1921ENGL1407, Đọc - Viết 2, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 3, 1921PHYL2405, Giáo dục Thể chất 2 - Aerobic cơ bản, 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1921POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 1921PSYC1493, Kỹ năng thích ứng và giải quyết vấn đề, 2, Tự Chọn, 3.00, B, ,Chi tiết
 6, 1921ENGL1402, Nghe - Nói 2, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 7, 1921TTTH1001, Tin học căn bản, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 2011ENGL1408, Đọc - Viết 3, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 2011MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 3.50, Ð, ,Chi tiết
 3, 2011PHYL2413, Giáo dục Thể chất 3 - Aerobic nâng cao, 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 2011MILI2404," Hiểu biết chung về quân, binh chủng", 1, Bắt Buộc, 3.00, Ð, ,Chi tiết
 5, 2011ENGL1403, Nghe - Nói 3, 3, Bắt Buộc, 0.50, F+, ,Chi tiết
 6, 2011ENGL1411, Ngôn Ngữ học 1, 3, Bắt Buộc, 0.50, F+, ,Chi tiết
 7, 2011MILI2403," Quân sự chung, chiến thuật, kỹ thuật bắn súng ngắn và sử dụng lựu đạn", 4, Bắt Buộc, 3.00, Ð, ,Chi tiết
 8, 2011DOMS1009, Trang điểm căn bản, 2, Tự Chọn, 4.00, A, ,Chi tiết
 9, 2011POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 2021ENGL1446, Biên dịch báo chí 1, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 2, 2021POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 3, 2021ENGL1409, Đọc - Viết 4, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 2021POLI2004, Lịch sử Đảng cộng sản Việt Nam, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 2021ENGL1445, Lý thuyết biên phiên dịch, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 6, 2021ENGL1450, Phiên dịch du lịch 1, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 2111ENGL1449, Biên dịch báo chí 2, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 2, 2111ENGL1448, Biên dịch du lịch 1, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 3, 2111ENGL1410, Đọc - Viết 5, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 4, 2111PSYC1495, Kỹ năng tư duy phản biện và tư duy sáng tạo, 2, Tự Chọn, 4.00, A, ,Chi tiết
 5, 2111ENGL1403, Nghe - Nói 3, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 6, 2111ENGL1411, Ngôn Ngữ học 1, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 7, 2111ENGL1459, Rèn luyện nghiệp vụ thường xuyên, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 8, 2111ENGL1493, Ứng dụng Công nghệ thông tin trong dịch thuật tiếng Anh, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 9, 2111ENGL1414, Văn học Mỹ, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 10, 2111ENGL1505, Văn minh Hoa Kỳ, 4, Tự Chọn, 4.00, A, ,Chi tiết
 1, 2121ENGL1416, Biên dịch thực hành, 3, Tự Chọn, 3.50, B+, ,Chi tiết
 2, 2121ENGL1425, Giao tiếp liên văn hóa, 4, Tự Chọn, 3.50, B+, ,Chi tiết
 3, 2121ENGL1404, Nghe - Nói 4, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 4, 2121ENGL1504, Phương pháp nghiên cứu khoa học, 4, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 2121ENGL1413, Văn học Anh, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
