STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, CHIN2001," Tiếng Trung ngoại ngữ 2, học phần 1", 3, Tự Chọn, 3.00, R, ,Chi tiết
 1, 1311ENGL1103, Biên dịch báo chí 2, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 2, 1311ENGL1104, Biên dịch du lịch 2, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 3, 1311POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 1, 1321ENGL1142, Thực tập cuối khóa, 6, Bắt Buộc, 4.00, A, ,Chi tiết
 2, 1321CHIN2002," Tiếng Trung ngoại ngữ 2, học phần 2", 3, Tự Chọn, 4.00, A, ,Chi tiết
 3, 1321CHIN2003," Tiếng Trung ngoại ngữ 2, học phần 3", 3, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1321POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 1331ENGL1050, Đọc 7, 2, Tự Chọn, 2.00, C, ,Chi tiết
 2, 1331ENGL1205, Phương pháp nghiên cứu khoa học, 2, Tự Chọn, 4.00, A, ,Chi tiết
 3, 1331ENGL1032, Văn học Mỹ 2, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 1, 1411ENGL1028, Hoa Kỳ học, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 2, 1411ENGL1061, Phát triển khả năng tự học, 2, Tự Chọn, 3.00, B, ,Chi tiết
 3, 1411CHIN2004," Tiếng Trung ngoại ngữ 2, học phần 4", 3, Tự Chọn, 4.00, A, ,Chi tiết
