STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1911EARC1002, Âm nhạc cơ bản, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 1911MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1911PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1911EARC1400, Nhập môn nghề giáo, 1, Bắt Buộc, 4.00, A, ,Chi tiết
 5, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 6, 1911EARC1011, Sinh lý đại cương và Sinh lý trẻ em, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 7, 1911PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 8, 1911TTTH1001, Tin học căn bản, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 9, 1911POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 1921DOMS2001, Cắt tỉa rau củ, 2, Tự Chọn, 4.00, A, ,Chi tiết
 2, 1921MILI2402, Công tác quốc phòng và an ninh, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1921EARC1022, Dinh dưỡng trẻ em, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 1921EDUC1003, Giáo dục học đại cương, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 5, 1921PHYL2405, Giáo dục Thể chất 2 - Aerobic cơ bản, 1, Tự Chọn, 4.00, A, ,Chi tiết
 6, 1921MILI2404," Hiểu biết chung về quân, binh chủng", 1, Bắt Buộc, 4.00, Ð, ,Chi tiết
 7, 1921POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 8, 1921EARC1001, Mỹ thuật cơ bản, 3, Bắt Buộc, 0.50, F+, ,Chi tiết
 9, 1921MILI2403," Quân sự chung, chiến thuật, kỹ thuật bắn súng ngắn và sử dụng lựu đạn", 4, Bắt Buộc, 4.00, Ð, ,Chi tiết
 10, 1921EARC1416, Tâm lý học mầm non 1, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 11, 1921ENGL2401, Tiếng Anh học phần I, 4, Tự Chọn, 2.00, C, ,Chi tiết
 12, 1921EARC1304, Toán cơ sở, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 2011EARC1418, Giáo dục học mầm non, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 2, 2011PHYL2413, Giáo dục Thể chất 3 - Aerobic nâng cao, 1, Tự Chọn, 4.00, A, ,Chi tiết
 3, 2011DOMS1004, Làm hoa giấy căn bản, 2, Tự Chọn, 4.00, A, ,Chi tiết
 4, 2011EARC1010, Múa cơ bản, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 5, 2011EARC1417, Tâm lý học mầm non 2, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 2011ENGL2402, Tiếng Anh học phần II, 3, Tự Chọn, 1.00, D, ,Chi tiết
 7, 2011EARC1305, Tiếng Việt, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 8, 2011POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 2021POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 2021DOMS1003, Làm bánh, 2, Tự Chọn, 4.00, A, ,Chi tiết
 3, 2021POLI2004, Lịch sử Đảng cộng sản Việt Nam, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 2021EARC1021, Lý luận dạy học mầm non, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 2021EARC1001, Mỹ thuật cơ bản, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 6, 2021EARC1020, Phát triển chương trình Giáo dục Mầm non, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 7, 2021EDUC1304, Phương Pháp nghiên cứu khoa học giáo dục, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 8, 2021EARC1044, Rèn luyện nghiệp vụ sư phạm 1, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 9, 2021ENGL2403, Tiếng Anh học phần III, 3, Tự Chọn, 1.00, D, ,Chi tiết
 10, 2021EARC1019, Tổ chức hoạt động vui chơi, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 11, 2021EARC1306, Văn học thiếu nhi (mầm non), 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 12, 2021EARC1309, Vệ sinh trẻ em, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 2111EARC1033, Giao tiếp sư phạm mầm non, 2, Tự Chọn, 4.00, A, ,Chi tiết
 2, 2111EARC1030, Phương pháp giáo dục thể chất cho trẻ mầm non, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 3, 2111EARC1027, Phương pháp làm quen tác phẩm văn học cho trẻ mầm non, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 4, 2111EARC1025, Phương pháp làm quen với toán cho trẻ mầm non, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 2111EARC1028, Phương pháp tổ chức hoạt động tạo hình cho trẻ mầm non, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 1, 2121EARC1321, Cách tiếp cận tích hợp trong giáo dục mầm non, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 2, 2121EARC1322, Đánh giá trong giáo dục mầm non, 3, Bắt Buộc, 4.00, A, ,Chi tiết
 3, 2121EARC1327, Đồ chơi trẻ em, 2, Tự Chọn, 4.00, A, ,Chi tiết
 4, 2121EDUC1003, Giáo dục học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 5, 2121EARC1029, Phương pháp giáo dục âm nhạc cho trẻ mầm non, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 2121EARC1024, Phương pháp khám phá khoa học xã hội, 3, Bắt Buộc, 3.00, B, ,Chi tiết
 7, 2121EARC1045, Rèn luyện nghiệp vụ sư phạm 2, 2, Bắt Buộc, 4.00, A, ,Chi tiết
 8, 2121EARC1323, Xây dựng khẩu phần ăn cho trẻ mầm non, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 1, 2211EARC1307, Bệnh trẻ em và sơ cấp cứu, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 2, 2211EARC1039, Chuẩn bị cho trẻ đến trường phổ thông, 2, Tự Chọn, 3.00, B, ,Chi tiết
 3, 2211EARC1325, Mỹ thuật mầm non, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 2211EARC1026, Phương pháp phát triển ngôn ngữ cho trẻ mầm non, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 2211EARC1424, Quản lý và lãnh đạo giáo dục mầm non, 3, Tự Chọn, 4.00, A, ,Chi tiết
 6, 2211EARC1337, Thiết kế và sử dụng môi trường giáo dục trong trường mầm non, 3, Tự Chọn, 4.00, A, ,Chi tiết
 7, 2211EARC1501, Văn học dân gian (Mầm non), 2, Tự Chọn, 4.00, A, ,Chi tiết
 1, 2221EARC1046, Thực tập sư phạm, 6, Bắt Buộc, , , ,Chi tiết
