STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1911FRAN1011, Đọc viết cơ sở, 4, Tự Chọn, 2.00, C, ,Chi tiết
 2, 1911MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Tự Chọn, 4.00, Ð, ,Chi tiết
 3, 1911PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 4.00, A, ,Chi tiết
 4, 1911FRAN1001, Nghe nói cơ sở, 4, Tự Chọn, 0.00, F, ,Chi tiết
 5, 1911EDUC1400, Nhập môn nghề giáo, 1, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, , , ,Chi tiết
 7, 1911PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 8, 1911TTTH1001, Tin học căn bản, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 9, 1911POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, , , ,Chi tiết
 1, 1921FRAN1012, Đọc - Viết 1 (SP), 2, Bắt Buộc, , , ,Chi tiết
 2, 1921POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Bắt Buộc, , , ,Chi tiết
 3, 1921FRAN1055, Lý luận dạy và học ngoại ngữ, 2, Bắt Buộc, , , ,Chi tiết
 4, 1921FRAN1002, Nghe - Nói 1 (SP), 3, Bắt Buộc, , , ,Chi tiết
 5, 1921FRAN1021, Ngữ âm tiếng Pháp, 2, Bắt Buộc, , , ,Chi tiết
 6, 1921FRAN1023, Ngữ pháp tiếng Pháp 1, 2, Bắt Buộc, , , ,Chi tiết
 7, 1921FRAN1030, Phương pháp nghiên cứu khoa học chuyên ngành tiếng Pháp, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 1, 2111ENGL2402, Tiếng Anh học phần II, 3, Tự Chọn, , , ,Chi tiết
 2, 2111FRAN1022, Từ vựng tiếng Pháp, 2, Bắt Buộc, , , ,Chi tiết
