STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1911MATH1402, Đại số tuyến tính 1, 3, Bắt Buộc, , , ,Chi tiết
 2, 1911MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1911MATH1403, Giải tích hàm một biến, 4, Bắt Buộc, , , ,Chi tiết
 4, 1911PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 0.50, F+, ,Chi tiết
 5, 1911MATH1405, Hình học giải tích, 2, Bắt Buộc, , , ,Chi tiết
 6, 1911EDUC1400, Nhập môn nghề giáo, 1, Bắt Buộc, , , ,Chi tiết
 7, 1911POLI1903, Pháp luật đại cương, 2, Bắt Buộc, , , ,Chi tiết
 8, 1911PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 9, 1911TTTH1001, Tin học căn bản, 3, Bắt Buộc, 0.00, F, ,Chi tiết
 10, 1911POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 1921POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, , , ,Chi tiết
 2, 1921EDUC1003, Giáo dục học đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 3, 1921PHYL2406, Giáo dục Thể chất 2 - Bơi lội cơ bản, 1, Tự Chọn, 0.00, F, ,Chi tiết
 4, 1921MILI2404," Hiểu biết chung về quân, binh chủng", 1, Bắt Buộc, 4.00, Ð, ,Chi tiết
 5, 1921POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Bắt Buộc, , , ,Chi tiết
 6, 1921EDUC1400, Nhập môn nghề giáo, 1, Bắt Buộc, 2.00, C, ,Chi tiết
 7, 1921MATH1481, Phương pháp nghiên cứu khoa học, 2, Bắt Buộc, , , ,Chi tiết
 8, 1921MILI2403," Quân sự chung, chiến thuật, kỹ thuật bắn súng ngắn và sử dụng lựu đạn", 4, Bắt Buộc, , , ,Chi tiết
 9, 1921PSYC1400, Tâm lý học giáo dục, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 10, 1921ENGL2401, Tiếng Anh học phần I, 4, Tự Chọn, , , ,Chi tiết
 1, 2011MATH1409, Đại số đại cương 1, 3, Bắt Buộc, , , ,Chi tiết
 2, 2011MATH1402, Đại số tuyến tính 1, 3, Bắt Buộc, , , ,Chi tiết
 3, 2011MILI2401, Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam, 2, Bắt Buộc, , , ,Chi tiết
 4, 2011PSYC1009, Giao tiếp sư phạm, 2, Bắt Buộc, , , ,Chi tiết
 5, 2011ENGL2402, Tiếng Anh học phần II, 3, Tự Chọn, 3.00, B, ,Chi tiết
 6, 2011EDUC1348, Tổ chức hoạt động giáo dục ở trường phổ thông, 2, Bắt Buộc, , , ,Chi tiết
 7, 2011POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, , , ,Chi tiết
 1, 2121MATH1407, Giải tích hàm nhiều biến, 4, Bắt Buộc, , , ,Chi tiết
 2, 2121PHYL2406, Giáo dục Thể chất 2 - Bơi lội cơ bản, 1, Tự Chọn, 4.00, A, ,Chi tiết
 3, 2121POLI2004, Lịch sử Đảng cộng sản Việt Nam, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 4, 2121MATH1424, Lý luận dạy học đại cương môn toán, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 5, 2121ENGL2401, Tiếng Anh học phần I, 4, Tự Chọn, , , ,Chi tiết
 6, 2121TTTH1001, Tin học căn bản, 3, Bắt Buộc, 0.00, F, ,Chi tiết
 1, 2211MILI2702, Công tác quốc phòng và an ninh, 2, Tự Chọn, , , ,Chi tiết
 2, 2211PSYC1009, Giao tiếp sư phạm, 2, Bắt Buộc, , , ,Chi tiết
 3, 2211MATH1415, Hàm một biến phức, 3, Bắt Buộc, , , ,Chi tiết
 4, 2211MATH1429, Hình học sơ cấp, 3, Bắt Buộc, , , ,Chi tiết
 5, 2211MATH1410, Tôpô đại cương, 2, Bắt Buộc, , , ,Chi tiết
 6, 2211POLI2005, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, , , ,Chi tiết
