STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1011LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 2, 1011FREN1012, Đọc Viết cơ sở, 4, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1011PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 1011FREN1011, Nghe Nói cơ sở, 4, Bắt Buộc, 3.50, B+, ,Chi tiết
 5, 1011POLI1901, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin HP1, 2, Tự Chọn, 0.50, F+, ,Chi tiết
 6, 1011ENGL2001," Tiếng Anh ngoại ngữ 2, học phần 1", 3, Tự Chọn, 0.50, F+, ,Chi tiết
 7, 1011COMP1001, Tin học căn bản, 3, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 1021PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 3.00, B, ,Chi tiết
 2, 1021FREN1023, Lý luận dạy và học ngoại ngữ, 2, Tự Chọn, , , ,Chi tiết
 3, 1021FREN1017, Ngữ âm, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 1021FREN1019, Ngữ pháp 1, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 5, 1021POLI1902, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin HP2, 3, Tự Chọn, 3.50, B+, ,Chi tiết
 6, 1021PSYC1005, Phương pháp nghiên cứu khoa học, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 7, 1021ENGL2002," Tiếng Anh ngoại ngữ 2, học phần 2", 3, Tự Chọn, 1.50, D+, ,Chi tiết
 8, 1021FREN1013, Tiếng Pháp 1 (SP), 4, Tự Chọn, 3.00, B, ,Chi tiết
 9, 1021LITR1007, Tiếng Việt, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 10, 1021FREN1074, Tin học và ứng dụng trong du lịch, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 1, 1111FREN1024, Các phương pháp và kỹ thuật dạy và học tiếng Pháp, 3, Tự Chọn, , , ,Chi tiết
 2, 1111LITR1006, Dẫn luận ngôn ngữ học, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 3, 1111POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 1.50, D+, ,Chi tiết
 4, 1111PHYL1004-8, Giáo dục thể chất 3 (Cầu lông), 1, Tự Chọn, 4.00, A, ,Chi tiết
 5, 1111FREN1020, Ngữ pháp 2, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 6, 1111ENGL2003," Tiếng Anh ngoại ngữ 2, học phần 3", 3, Tự Chọn, 1.00, D, ,Chi tiết
 7, 1111FREN1014, Tiếng Pháp 2 (SP), 4, Tự Chọn, 2.50, C+, ,Chi tiết
 8, 1111FREN1072, Tổng quan du lịch, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 1, 1121FREN1054, Lịch sử và du lịch, 2, Tự Chọn, 1.00, D, ,Chi tiết
 2, 1121FREN1010, Ngôn ngữ học đối chiếu Pháp – Việt, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 3, 1121ENGL2004," Tiếng Anh ngoại ngữ 2, học phần 4", 3, Tự Chọn, 1.50, D+, ,Chi tiết
 4, 1121FREN1015, Tiếng Pháp 3 (SP), 4, Tự Chọn, 2.00, C, ,Chi tiết
 5, 1121LITR1007, Tiếng Việt, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 1121FREN1018, Từ vựng, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 1211FREN1042, Dịch nói 1, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 2, 1211FREN1041, Dịch viết 1, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 3, 1211FREN1020, Ngữ pháp 2, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 4, 1211FREN1047, Nguyên tắc dịch thuật, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1211FREN1045, Thông tin thời sự 1, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 6, 1211FREN1016, Tiếng Pháp 4 (SP), 4, Tự Chọn, 2.50, C+, ,Chi tiết
 7, 1211POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 8, 1211FREN1036, Văn hóa Việt Nam 1, 2, Tự Chọn, 2.00, C, ,Chi tiết
 1, 1221FREN1044, Dịch nói 2, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 2, 1221FREN1043, Dịch viết 2, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 3, 1221FREN1085, Khái niệm cơ bản về kinh tế, 2, Tự Chọn, 1.50, D+, ,Chi tiết
 4, 1221FREN1054, Lịch sử và du lịch, 2, Tự Chọn, , , ,Chi tiết
 5, 1221FREN1159, Rèn luyện nghiệp vụ, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 6, 1221FREN1046, Thông tin thời sự 2, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 7, 1221FREN1029, Tiếng Pháp 5 (SP), 4, Tự Chọn, 2.00, C, ,Chi tiết
 8, 1221FREN1022, Văn hóa Pháp, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 9, 1221FREN1037, Văn hoá Việt Nam 2, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 10, 1221FREN1021, Văn học Pháp, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 1231PSYC1003, Giáo dục học đại cương, 2, Tự Chọn, , , ,Chi tiết
 2, 1231PSYC1001, Tâm lý học đại cương, 2, Tự Chọn, 0.50, F+, ,Chi tiết
 1, 1311FREN1042, Dịch nói 1, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 1311FREN1048, Dịch nói 3, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 3, 1311FREN1041, Dịch viết 1, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 4, 1311FREN1056, Nghiệp vụ hướng dẫn du lịch, 2, Tự Chọn, 3.00, B, ,Chi tiết
 5, 1311FREN1020, Ngữ pháp 2, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 1311POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 0.50, F+, ,Chi tiết
 7, 1311FREN1087, Soạn thuật ngữ chuyên ngành, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 8, 1311FREN1049, Thông tin thời sự 3, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 9, 1311ENGL2001," Tiếng Anh ngoại ngữ 2, học phần 1", 3, Tự Chọn, 2.00, C, ,Chi tiết
 10, 1311FREN1030, Tiếng Pháp 6 (SP), 4, Tự Chọn, 2.00, C, ,Chi tiết
 1, 1321PRIM1004, Đại cương văn học Việt Nam, 2, Tự Chọn, , , ,Chi tiết
 2, 1321FREN1044, Dịch nói 2, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 3, 1321FREN1088, Dịch viết (tốt nghiệp), 3, Tự Chọn, 2.00, C, ,Chi tiết
 4, 1321PSYC1003, Giáo dục học đại cương, 2, Tự Chọn, 2.50, C+, ,Chi tiết
 5, 1321FREN1057, Giao tiếp du lịch, 2, Tự Chọn, 0.50, F+, ,Chi tiết
