STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 2011GEOG1007, Địa lý kinh tế - xã hội thế giới, 2, Tự Chọn, 3.50, B+, ,Chi tiết
 2, 2011PHYL2401, Giáo dục thể chất 1 (Thể dục - Điền kinh), 1, Tự Chọn, 4.00, A, ,Chi tiết
 3, 2011POLI1006, Kinh tế học đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 4, 2011HIST1031, Lịch sử thế giới cổ trung đại, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 5, 2011GEOG1001, Môi trường và phát triển bền vững, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 6, 2011HIST1008, Nhân học đại cương, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 7, 2011POLI1903, Pháp luật đại cương, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 8, 2011ENGL2401, Tiếng Anh học phần I, 4, Bắt Buộc, 4.00, A, ,Chi tiết
 9, 2011POLI2001, Triết học Mác – Lênin, 3, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 2021HIST1009, Chính trị học đại cương, 2, Tự Chọn, 3.00, B, ,Chi tiết
 2, 2021POLI2003, Chủ nghĩa xã hội khoa học, 2, Bắt Buộc, , , ,Chi tiết
 3, 2021HIST2003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 4, 2021MILI2702, Công tác quốc phòng và an ninh, 2, Tự Chọn, 0.50, R, ,Chi tiết
 5, 2021PHYL2403, Giáo dục Thể chất 2 - Cầu lông cơ bản, 1, Tự Chọn, 4.00, A, ,Chi tiết
 6, 2021POLI2002, Kinh tế chính trị học Mác - Lênin, 2, Bắt Buộc, , , ,Chi tiết
 7, 2021HIST1028, Lịch sử thế giới cận hiện đại 1, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 8, 2021HIST1004, Lịch sử văn minh thế giới, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 9, 2021HIST1115, Lịch sử Việt Nam cổ - trung đại, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 10, 2021HIST1064, Nhập môn quan hệ quốc tế, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 11, 2021PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, , , ,Chi tiết
 12, 2021ENGL2402, Tiếng Anh học phần II, 3, Bắt Buộc, , , ,Chi tiết
