STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1311LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 2, 1311ENGL1033, Đọc 1, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 3, 1311PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 0.00, F, ,Chi tiết
 4, 1311ENGL1013, Kỹ năng học tập, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 5, 1311ENGL1043, Nghe 1, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 6, 1311POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 0.50, F+, ,Chi tiết
 7, 1311ENGL1051, Nói 1, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 8, 1311FREN2001," Tiếng Pháp ngoại ngữ 2, học phần 1", 3, Tự Chọn, 0.50, F+, ,Chi tiết
 9, 1311COMP1001, Tin học căn bản, 3, Bắt Buộc, 0.00, F, ,Chi tiết
 10, 1311ENGL1039, Viết 1, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 1321MILI1102," Công tác quốc phòng, an ninh", 2, Bắt Buộc, 4.00, Ð, ,Chi tiết
 2, 1321MILI1101, Đường lối quân sự của Đảng, 3, Bắt Buộc, 4.00, Ð, ,Chi tiết
 3, 1321PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 3.50, B+, ,Chi tiết
 4, 1321ENGL1044, Nghe 2, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 5, 1321MILI1103," Quân sự chung và chiến thuật, kỹ thuật bắn súng tiểu liên AK", 4, Bắt Buộc, 4.00, Ð, ,Chi tiết
 6, 1321PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, , , ,Chi tiết
 7, 1321LITR1007, Tiếng Việt, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 8, 1321POLI1003, Tư tưởng Hồ Chí Minh, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 9, 1321ENGL1040, Viết 2, 2, Bắt Buộc, 2.50, C+, ,Chi tiết
 1, 1331POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, , , ,Chi tiết
 1, 1411LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, , , ,Chi tiết
 2, 1411POLI1002, Đường lối cách mạng của Đảng Cộng sản Việt Nam, 3, Bắt Buộc, 3.50, B+, ,Chi tiết
 3, 1411PHYL1004, Giáo dục thể chất 3 (Cầu lông), 1, Tự Chọn, 0.00, F, ,Chi tiết
 4, 1411ENGL1043, Nghe 1, 2, Bắt Buộc, , , ,Chi tiết
 5, 1411ENGL1045, Nghe 3, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 6, 1411ENGL1019, Ngôn ngữ học 1, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 7, 1411POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 2.50, C+, ,Chi tiết
 8, 1411ENGL1051, Nói 1, 2, Bắt Buộc, 3.50, B+, ,Chi tiết
 9, 1411FREN2001," Tiếng Pháp ngoại ngữ 2, học phần 1", 3, Tự Chọn, 4.00, A, ,Chi tiết
 10, 1411ENGL1056, Văn phạm, 2, Tự Chọn, , , ,Chi tiết
 11, 1411ENGL1039, Viết 1, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 1, 1421ENGL1034, Đọc 2, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 2, 1421ENGL1026, Giao tiếp liên văn hoá, 2, Bắt Buộc, , , ,Chi tiết
 3, 1421ENGL1044, Nghe 2, 2, Bắt Buộc, , , ,Chi tiết
 4, 1421ENGL1020, Ngôn ngữ học 2, 2, Bắt Buộc, , , ,Chi tiết
 5, 1421ENGL1052, Nói 2, 2, Bắt Buộc, , , ,Chi tiết
 6, 1421PSYC1001, Tâm lý học đại cương, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 7, 1421FREN2002," Tiếng Pháp ngoại ngữ 2, học phần 2", 3, Tự Chọn, , , ,Chi tiết
 8, 1421ENGL1040, Viết 2, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 1, 1431ENGL1019, Ngôn ngữ học 1, 2, Bắt Buộc, , , ,Chi tiết
 2, 1431ENGL1020, Ngôn ngữ học 2, 2, Bắt Buộc, , , ,Chi tiết
 1, 1511LITR1006, Dẫn luận ngôn ngữ học, 2, Bắt Buộc, , , ,Chi tiết
 2, 1511ENGL1035, Đọc 3, 2, Bắt Buộc, , , ,Chi tiết
 3, 1511PSYC1003, Giáo dục học đại cương, 2, Bắt Buộc, , , ,Chi tiết
 4, 1511ENGL1026, Giao tiếp liên văn hoá, 2, Bắt Buộc, , , ,Chi tiết
 5, 1511ENGL1028, Hoa Kỳ học, 2, Tự Chọn, , , ,Chi tiết
 6, 1511ENGL1045, Nghe 3, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 7, 1511ENGL1019, Ngôn ngữ học 1, 2, Bắt Buộc, , , ,Chi tiết
 8, 1511ENGL1053, Nói 3, 2, Bắt Buộc, , , ,Chi tiết
 9, 1511PSYC1002, Tâm lý học lứa tuổi và Tâm lý học sư phạm, 2, Bắt Buộc, , , ,Chi tiết
 10, 1511FREN2003," Tiếng Pháp ngoại ngữ 2, học phần 3", 3, Tự Chọn, 0.00, F, ,Chi tiết
 11, 1511COMP1001, Tin học căn bản, 3, Bắt Buộc, , , ,Chi tiết
 12, 1511ENGL1031, Văn học Mỹ 1, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 13, 1511ENGL1041, Viết 3, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 1, 1521LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, , , ,Chi tiết
 2, 1521ENGL1303, Đọc - Viết 2, 3, Tự Chọn, 1.00, D, ,Chi tiết
 3, 1521ENGL1036, Đọc 4, 2, Bắt Buộc, 1.50, D+, ,Chi tiết
 4, 1521ENGL1027, Lịch sử văn học Anh, 2, Tự Chọn, , , ,Chi tiết
 5, 1521ENGL1010, Lý luận và phương pháp giảng dạy Tiếng Anh 1, 2, Bắt Buộc, , , ,Chi tiết
 6, 1521ENGL1046, Nghe 4, 2, Bắt Buộc, , , ,Chi tiết
 7, 1521ENGL1020, Ngôn ngữ học 2, 2, Bắt Buộc, , , ,Chi tiết
 8, 1521ENGL1054, Nói 4, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 9, 1521ENGL1205, Phương pháp nghiên cứu khoa học, 2, Tự Chọn, , , ,Chi tiết
 10, 1521FREN2004," Tiếng Pháp ngoại ngữ 2, học phần 4", 3, Tự Chọn, 1.00, D, ,Chi tiết
 11, 1521LITR1007, Tiếng Việt, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 12, 1521ENGL1042, Viết 4, 2, Bắt Buộc, , , ,Chi tiết
 1, 1531PSYC1003, Giáo dục học đại cương, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 2, 1531PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 2.50, C+, ,Chi tiết
 3, 1531PSYC1002, Tâm lý học lứa tuổi và Tâm lý học sư phạm, 2, Bắt Buộc, 2.00, C, ,Chi tiết
 1, 1611ENGL1206, Chương trình cơ bản về dạy học của Intel, 2, Bắt Buộc, 0.00, F, ,Chi tiết
