STT,Mã học phần,Tên học phần,Tín chỉ,Loại môn học,Điểm,Điểm chữ,Kết quả,Chi tiết
 1, 1411LITR1003, Cơ sở văn hoá Việt Nam, 2, Bắt Buộc, , , ,Chi tiết
 2, 1411FREN1012, Đọc Viết cơ sở, 4, Bắt Buộc, 0.00, F, ,Chi tiết
 3, 1411PHYL1003, Giáo dục thể chất 2 (Thể dục), 2, Tự Chọn, 0.00, F, ,Chi tiết
 4, 1411FREN1011, Nghe Nói cơ sở, 4, Bắt Buộc, , , ,Chi tiết
 5, 1411POLI1001, Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin, 5, Bắt Buộc, 0.00, F, ,Chi tiết
 6, 1411MILI1103," Quân sự chung và chiến thuật, kỹ thuật bắn súng tiểu liên AK", 4, Bắt Buộc, , , ,Chi tiết
 7, 1411ENGL2001," Tiếng Anh ngoại ngữ 2, học phần 1", 3, Tự Chọn, , , ,Chi tiết
 1, 1421PHYL1002, Giáo dục thể chất 1 (Điền kinh), 2, Tự Chọn, 0.00, F, ,Chi tiết
 2, 1421FREN1023, Lý luận dạy và học ngoại ngữ, 2, Tự Chọn, , , ,Chi tiết
 3, 1421FREN1010, Ngôn ngữ học đối chiếu Pháp – Việt, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 4, 1421FREN1017, Ngữ âm, 2, Bắt Buộc, , , ,Chi tiết
 5, 1421FREN1019, Ngữ pháp 1, 2, Bắt Buộc, 0.50, F+, ,Chi tiết
 6, 1421FREN1205, Phương pháp nghiên cứu khoa học, 2, Bắt Buộc, , , ,Chi tiết
 7, 1421FREN1113, Tiếng Pháp 1 (BPD), 4, Bắt Buộc, , , ,Chi tiết
 8, 1421COMP1001, Tin học căn bản, 3, Bắt Buộc, 0.50, F+, ,Chi tiết
 9, 1421FREN1022, Văn hóa Pháp, 2, Bắt Buộc, , , ,Chi tiết
 1, 1511FREN1024, Các phương pháp và kỹ thuật dạy và học tiếng Pháp, 3, Tự Chọn, 0.00, F, ,Chi tiết
 2, 1511LITR1006, Dẫn luận ngôn ngữ học, 2, Bắt Buộc, , , ,Chi tiết
 3, 1511FREN1042, Dịch nói 1, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 4, 1511FREN1041, Dịch viết 1, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 5, 1511PHYL1007, Giáo dục thể chất 3 (Thể dục nhịp điệu), 1, Tự Chọn, 0.00, F, ,Chi tiết
 6, 1511FREN1020, Ngữ pháp 2, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 7, 1511ENGL2003," Tiếng Anh ngoại ngữ 2, học phần 3", 3, Tự Chọn, 3.50, B+, ,Chi tiết
 8, 1511FREN1114, Tiếng Pháp 2 (BPD), 4, Bắt Buộc, 0.00, F, ,Chi tiết
 9, 1511FREN1092, Tìm kiếm và xử lý thông tin trên Internet, 2, Tự Chọn, 0.00, F, ,Chi tiết
 1, 1521FREN1044, Dịch nói 2, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 2, 1521FREN1043, Dịch viết 2, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 3, 1521FREN1010, Ngôn ngữ học đối chiếu Pháp – Việt, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 4, 1521ENGL2002," Tiếng Anh ngoại ngữ 2, học phần 2", 3, Tự Chọn, , , ,Chi tiết
 5, 1521FREN1115, Tiếng Pháp 3 (BDP), 4, Bắt Buộc, 0.00, F, ,Chi tiết
 6, 1521FREN1018, Từ vựng, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 7, 1521FREN1022, Văn hóa Pháp, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 8, 1521FREN1021, Văn học Pháp, 2, Bắt Buộc, 0.00, F, ,Chi tiết
 1, 1611LITR1450, Cơ sở văn hóa Việt Nam, 2, Tự Chọn, , , ,Chi tiết
 2, 1611LITR1006, Dẫn luận ngôn ngữ học, 2, Bắt Buộc, 1.00, D, ,Chi tiết
 3, 1611FRAN1011, Đọc viết cơ sở, 4, Tự Chọn, 2.50, C+, ,Chi tiết
 4, 1611PHYL1109, Giáo dục thể chất 3 (Thể dục nhịp điệu_nâng cao), 1, Tự Chọn, 0.00, F, ,Chi tiết
 5, 1611FRAN1001, Nghe nói cơ sở, 4, Tự Chọn, 2.50, C+, ,Chi tiết
 6, 1611FRAN1021, Ngữ âm tiếng Pháp, 2, Tự Chọn, 1.00, D, ,Chi tiết
 7, 1611FRAN1024, Ngữ pháp tiếng Pháp 2, 2, Tự Chọn, 0.00, F, ,Chi tiết
 8, 1611FREN1045, Thông tin thời sự 1, 2, Bắt Buộc, 3.00, B, ,Chi tiết
 9, 1611TTTH1001, Tin học căn bản, 3, Tự Chọn, 0.00, F, ,Chi tiết
 10, 1611FRAN1022, Từ vựng tiếng Pháp, 2, Tự Chọn, 0.00, F, ,Chi tiết
 1, 1621FRAN1212, Đọc - Viết 1 (DL), 2, Tự Chọn, 2.50, C+, ,Chi tiết
 2, 1621FREN1057, Giao tiếp du lịch, 2, Tự Chọn, 0.00, F, ,Chi tiết
 3, 1621FRAN1202, Nghe - Nói 1 (DL), 3, Tự Chọn, 1.50, D+, ,Chi tiết
 4, 1621FRAN1027, Ngôn ngữ học đối chiếu Pháp - Việt, 2, Tự Chọn, , , ,Chi tiết
